business_name,business_niche,address,city_area,phone_number,whatsapp,website,social_media_links,google_maps_url,email,email_validation_status,date_collected
Clinton Consultancy,Law Firm / Consultancy,"P.O. Box 18423, Cantonments",Cantonments,,,https://clintonconsultancy.com,Not Available,Not Available,info@clintonconsultancy.com,Pattern Generated,2025-06-27
Ghana International School (GIS),International School,"2nd Circular Road, Cantonments, P.O.Box GP 2856",Cantonments,,,https://gis.edu.gh,Not Available,Not Available,info@gis.edu.gh,Pattern Generated,2025-06-27
Safari School,International School,"7 Ndabaningi Sithole Street, Cantonments",Cantonments,+233 550009555,+233 550009555,https://safarischool.edu.gh,Not Available,Not Available,info@safarischool.edu.gh,Pattern Generated,2025-06-27
Galaxy International School,International School,"734 Ashale Botwe Sraha CT 70, Cantonments",Cantonments,,,https://galaxy.edu.gh,Not Available,Not Available,info@galaxy.edu.gh,Pattern Generated,2025-06-27
Foy International School,International School,"64 Angola Road, Osu Cantonment",Cantonments,+233 024 331 8341,+233 024 331 8341,https://foyinternationalschoolghana.com,Not Available,Not Available,info@foyinternationalschoolghana.com,Pattern Generated,2025-06-27
Lincoln Community School,International School,"#126/21 Reindolf Road, PMB CT 354, Cantonments",Cantonments,+233 302 218 100,+233 302 218 100,https://www.lincoln.edu.gh,Not Available,Not Available,info@lincoln.edu.gh,Pattern Generated,2025-06-27
Koala Supermarket,Supermarket / Grocery,"Cantonments, Accra",Cantonments,+233 24 360 7080,+233 24 360 7080,Not Available,https://facebook.com/KoalaGhana,Not Available,,N/A,2025-06-27
Maxmart Cantonments,Supermarket / Grocery,"5th Circular Rd, Cantonments",Cantonments,+233 59 488 5587,+233 59 488 5587,https://maxmartonline.com,https://facebook.com/MaxMartGhana,Not Available,info@maxmartonline.com,Pattern Generated,2025-06-27
Marina Supermarket,Supermarket / Grocery,"Cantonments, Accra",Cantonments,+233 531012690,+233 531012690,Not Available,https://instagram.com/marinasupermarketghana,Not Available,,N/A,2025-06-27
Great Wall Supermarket,Supermarket / Grocery,"Cantonments Rd, Accra",Cantonments,+233 30 277 8916,+233 30 277 8916,Not Available,Not Available,Not Available,,N/A,2025-06-27
EY Ghana,Accounting / Audit Firm,"60 Rangoon Lane, Cantonments City",Cantonments,+233 302772001,+233 302772001,https://www.ey.com/en_gl/locations/ghana,Not Available,Not Available,info@ey.com,Pattern Generated,2025-06-27
Crowe Veritas,Accounting / Audit Firm,"Cantonments, Accra",Cantonments,+233 (0) 302 243 952,+233 (0) 302 243 952,https://www.crowe.com/gh,Not Available,Not Available,info@crowe.com,Pattern Generated,2025-06-27
Morrisons & Associates,Accounting / Audit Firm,"2nd Floor, Trinity House, Ring Road East, P.O. Box CT 2890, Cantonments",Cantonments,+233 (0) 20 224 5500,+233 (0) 20 224 5500,https://www.morrisonassociatesgh.com,Not Available,Not Available,info@morrisonassociatesgh.com,Pattern Generated,2025-06-27
Transcend Chartered Accountants,Accounting / Audit Firm,"9th Floor, Emporium, Movenpick Hotel, Independence Avenue, P.O. Box CT 3287, Cantonments",Cantonments,+233-302 633 220,+233-302 633 220,https://www.transcendgh.com,Not Available,Not Available,info@transcendgh.com,Pattern Generated,2025-06-27
Wisdom Accounting Consult,Accounting / Tax Consultancy,"P.O. Box CT. 10783, Cantonment, Accra",Cantonments,+233 244 125075,+233 244 125075,https://www.wisdomaccountingconsult.com,Not Available,Not Available,info@wisdomaccountingconsult.com,Pattern Generated,2025-06-27
Securities and Exchange Commission,Financial Services / Regulation,"No. 30, 3rd Circular Road, Cantonments",Cantonments,+233-302-768970-2,+233-302-768970-2,https://sec.gov.gh,Not Available,Not Available,info@sec.gov.gh,Pattern Generated,2025-06-27
Heritage Energy Insurance,Insurance Company,"P.O. Box CI 6342, Cantonments",Cantonments,+233 302 769789,+233 302 769789,Not Available,Not Available,Not Available,,N/A,2025-06-27
Allianz Insurance Company Ghana,Insurance Company,"PMB CT 353, Cantonments",Cantonments,+233 (0)302 764 893-94,+233 (0)302 764 893-94,https://allianzghana.com,Not Available,Not Available,info@allianzghana.com,Pattern Generated,2025-06-27
SIC Life Insurance,Insurance Company,"No. 1 Jones Nelson Close, Adabraka, PO Box CT3242, Cantonments",Cantonments,+233-302-678130,+233-302-678130,https://mysiclife.com,Not Available,Not Available,info@mysiclife.com,Pattern Generated,2025-06-27
Bethel Properties Ghana,Real Estate Agency,"Near East Legon Police Station, Cantonments",Cantonments,+233(0)302 903460,+233(0)302 903460,https://www.bethelpropertiesgh.com,Not Available,Not Available,info@bethelpropertiesgh.com,Pattern Generated,2025-06-27
Real Estate Agency Council (REAC),Real Estate Regulation,"Cantonments, Accra",Cantonments,+233 (0) 302 773 339,+233 (0) 302 773 339,https://reac.gov.gh,Not Available,Not Available,info@reac.gov.gh,Pattern Generated,2025-06-27
Goldkey Ghana,Real Estate / Property Management,"PO Box 8743, Accra North, Ghana",Cantonments,+233 55 588 7777,+233 55 588 7777,https://goldkeygroupgh.com,Not Available,Not Available,info@goldkeygroupgh.com,Pattern Generated,2025-06-27
Niobe Salon & Spa,Spa / Salon,"39 La Tebu Crescent, East Cantonments",Cantonments,+233 242 426 237,+233 242 426 237,https://www.niobebeauty.com,https://instagram.com/niobesalonspa,Not Available,info@niobebeauty.com,Pattern Generated,2025-06-27
Django Bar,Bar / Lounge,"Osu Avenue Extension, behind Police HQ and Japanese Embassy, Cantonments",Cantonments,+233 50 050 0501,+233 50 050 0501,Not Available,Not Available,Not Available,,N/A,2025-06-27
The Grillroom Bar and Lounge,Bar / Restaurant,"Fiesta Residences, Fifth Avenue, West Cantonments",Cantonments,,,https://fiestaresidences.com,Not Available,Not Available,info@fiestaresidences.com,Pattern Generated,2025-06-27
The Savannah Outdoor Garden,Event Venue / Garden,"90 Giffard Rd, East Cantonments",Cantonments,+233 30 276 6917,+233 30 276 6917,https://www.savannahgh.com,Not Available,Not Available,info@savannahgh.com,Pattern Generated,2025-06-27
PlanIt Events,Event Planning,"PMB CT 71, Cantonments",Cantonments,+233 302 939026,+233 302 939026,https://www.planitghana.com,Not Available,Not Available,info@planitghana.com,Pattern Generated,2025-06-27
Lionheart Events,Event Planning,"Accra, Ghana",Cantonments,+233 (0) 54 432 9199,+233 (0) 54 432 9199,https://www.lionheartevents.com,Not Available,Not Available,info@lionheartevents.com,Pattern Generated,2025-06-27
Dentsu Ghana,Marketing / Advertising Agency,"BOX CT 5864, Cantonment, Accra",Cantonments,,,Not Available,Not Available,2025-06-27,,N/A,2026-04-07
PHD Media Ghana,Marketing / Media Agency,"71 Ndabaningi Sithole Street, Labone",Cantonments,+233 24 304 7540,+233 24 304 7540,https://www.phdmedia.com/ghana,Not Available,Not Available,info@phdmedia.com,Pattern Generated,2025-06-27
Nomad Advertising,Marketing / Communications Agency,"Accra, Ghana",Cantonments,+233 53 051 8981,+233 53 051 8981,https://www.thenomad.agency,Not Available,Not Available,info@thenomad.agency,Pattern Generated,2025-06-27
Social Ghana,Digital Marketing / Creative Agency,"Accra, Ghana",Cantonments,,,https://www.socialghana.com,Not Available,Not Available,info@socialghana.com,Pattern Generated,2025-06-27
Abol Cafe Ghana,Cafe / Coffee Shop,"Ground Floor, EY Building, Cantonments",Cantonments,,,Not Available,https://facebook.com/abolcafe.gh,Not Available,,N/A,2025-06-27
Vida e Caffè,Cafe / Coffee Shop,"Cantonments, Accra",Cantonments,+233 55 257 1632,+233 55 257 1632,Not Available,Not Available,Not Available,,N/A,2025-06-27
Embassy of Algeria,Embassy,"22 Josif Broz Tito Avenue, P.O. Box 2747, Cantonments",Cantonments,,,Not Available,Not Available,Not Available,,N/A,2025-06-27
