business_name,business_niche,address,city_area,phone_number,whatsapp,website,social_media_links,google_maps_url,email,email_validation_status,date_collected
The Pub,restaurants,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Le Must Family Restaurant,restaurants,"Tetteh Quarshie Road, Accra",Airport-Residential,,,,,OpenStreetMap/Nominatim,,N/A,2026-04-05
Starbites Dzorwulu,restaurants,"George Bush Highway, Dzorwulu, Accra",Airport-Residential,,,,,OpenStreetMap/Nominatim,,N/A,2026-04-05
Chop Italy,restaurants,"Kwame Nkrumah Motorway, Accra",Airport-Residential,,,,,OpenStreetMap/Nominatim,,N/A,2026-04-05
Barcelos,restaurants,,Airport-Residential,+23320435580,+23320435580,,,OpenStreetMap,,N/A,2026-04-05
Royal Rose,restaurants,"Tetteh Quarshie Road, Accra",Airport-Residential,,,,,OpenStreetMap/Nominatim,,N/A,2026-04-05
Stellar Logistics - Catering,restaurants,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
La Casa,restaurants,,Airport-Residential,,,,,Google Maps,,N/A,2026-04-05
Baobab House,restaurants,,Airport-Residential,,,,,Google Maps,,N/A,2026-04-05
Buka Restaurant,restaurants,,Airport-Residential,,,,,Google Maps,,N/A,2026-04-05
