"business_name","niche","address","phone","whatsapp","website","email","social_profiles","email_validation_status","date_enriched","source_urls"
"Ci Gusta","restaurants, cafes","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Antonio","restaurants","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Picaso","restaurants","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Michaelangelo","restaurants","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"The Pub","restaurants","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Le Must Family Restaurant","restaurants","Tetteh Quarshie Road, Accra","","","","","","Not Available","2026-04-08","OpenStreetMap/Nominatim"
"Starbites Dzorwulu","restaurants","George Bush Highway, Dzorwulu, Accra","","","","","","Not Available","2026-04-08","OpenStreetMap/Nominatim"
"Chop Italy","restaurants","Kwame Nkrumah Motorway, Accra","","","","","","Not Available","2026-04-08","OpenStreetMap/Nominatim"
"Barcelos","restaurants, fast_food","","+23320435580","Yes (+23320435580)","","","","Not Available","2026-04-08","OpenStreetMap"
"Royal Rose","restaurants","Tetteh Quarshie Road, Accra","","","","","","Not Available","2026-04-08","OpenStreetMap/Nominatim"
"D Cafe","cafes","Volta Road, Airport Residential Area, Dzorwulu, Accra","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Café Kwae","cafes","Airport Square, Accra","+233 20 400-4010","Yes (+233 204 004 010)","https://www.lovecafekwae.com/","","","Not Available","2026-04-08","https://www.lovecafekwae.com/; OpenStreetMap"
"honeycomp Cafe","cafes","Kwame Ofori Street, Airport Residential Area, Dzorwulu, Accra","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Vida e Caffè","cafes","Airport City, Accra","","","","","","Not Available","2026-04-08","OpenStreetMap"
"illy","cafes","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"El Padrino Lounge","bars_lounges","","","","","","","Not Available","2026-04-08","Google Maps"
"Pizza Inn","fast_food","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Chicken Inn","fast_food","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Pizza Hut","fast_food","","","","https://www.kfc.com.gh/en/store-locator/kfc_accra_mall","","","Not Available","2026-04-08","https://www.kfc.com.gh/en/store-locator/kfc_accra_mall; OpenStreetMap"
"KFC","fast_food","","","","https://www.kfc.com.gh/en/store-locator/kfc_accra_mall","","","Not Available","2026-04-08","https://www.kfc.com.gh/en/store-locator/kfc_accra_mall; OpenStreetMap"
"Burger King","fast_food","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Creamy","fast_food","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Madam Rahi VIP koko Joint","fast_food","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Airside Hotel","hotels","","+233 21 760480 / 783844","Yes (+233 217 604 807)","https://airsidehotel.com.gh/","reservations@airsidehotel.com.gh","","Verified (found on website)","2026-04-08","https://airsidehotel.com.gh/; OpenStreetMap"
"Airport View Hotel","hotels","","","","","","","Not Available","2026-04-08","OpenStreetMap/Google Maps"
"Oak Plaza Hotel East Airport","hotels","Spintex Road, Accra","","","https://www.oakplazahotel.com/","res@oakplazahotel.com","","Verified (found on website)","2026-04-08","https://www.oakplazahotel.com/; OpenStreetMap"
"Best Western Premier Airport Hotel","hotels","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Crown Appartmento Hotel","hotels","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Airport West Hotel","hotels","","","","","","","Not Available","2026-04-08","OpenStreetMap/Google Maps"
"Lavender Lodge","hotels","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Airport Grande","hotels","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Villa Monticello","hotels","","","","","","","Not Available","2026-04-08","OpenStreetMap/LinkedIn"
"Ibis Styles Hotel","hotels","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"City Escape Hotel","hotels","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Esther's","hotels","","","","https://www.esthers-hotel.com/","esthershotel@gmail.com","","Verified (found on website)","2026-04-08","https://www.esthers-hotel.com/; OpenStreetMap"
"Kwarleyz Residence","hotels","Kofi Atta Annan Street, Accra","","","https://www.the-ascott.com/en/ghana/accra/kwarleyz-residence-accra.html","","","Not Available","2026-04-08","https://www.the-ascott.com/en/ghana/accra/kwarleyz-residence-accra.html; OpenStreetMap"
"Accra Marriott Hotel","hotels","","+233 30 273 8000","Yes (+233 302 738 000)","https://www.marriott.com/en-us/hotels/accmc-accra-marriott-hotel/overview/","","","Not Available","2026-04-08","https://www.marriott.com/en-us/hotels/accmc-accra-marriott-hotel/overview/; OpenStreetMap"
"Sky Suites Airport Residential","hotels","Kofi Annan St, Accra","+233 270997700","Yes (+233 270 997 700)","https://www.skysuites.pro","ceo@skysuites.pro","","Verified (found on website)","2026-04-08","https://www.skysuites.pro; OpenStreetMap"
"The Palms by Eagles","hotels","Patrice Lumumba Road, Accra","+233 556 616 100","Yes (+233 556 616 100)","https://www.eaglesghana.com/the-palms-by-eagles","info@eaglesproperties.com.gh","","Verified (found on website)","2026-04-08","https://www.eaglesghana.com/the-palms-by-eagles; OpenStreetMap"
"The Lennox Accra Luxury Apartments","hotels","","","","","","","Not Available","2026-04-08","Google Maps"
"Holiday Inn Accra Airport","hotels","","","","","","","Not Available","2026-04-08","Google Maps"
"Court Gardens","hotels","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"G.S Plaza","hotels","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Catters Hostel","hotels","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"TS Lodgings","hotels","Mama Adjele Road, Accra","+233 050 600 3567","Yes (+233 506 003 567)","https://tslodgings.com","","","Not Available","2026-04-08","https://tslodgings.com; OpenStreetMap"
"Parker Airport Resort","hotels","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"The Cabin Hotel","hotels","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"The Palms By Eagles Accra","hotels","Patrice Lumumba Road, Accra","+233 556 616 100","Yes (+233 556 616 100)","https://www.eaglesghana.com/the-palms-by-eagles","info@eaglesproperties.com.gh","","Verified (found on website)","2026-04-08","https://www.eaglesghana.com/the-palms-by-eagles; OpenStreetMap"
"Ange Hill Hotel","hotels","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Mirage Residence","hotels, real_estate","","","","","","","Not Available","2026-04-08","LinkedIn"
"Jinlet Pharmacy","pharmacy","Kofi Annan Street, Airport Residential Area, Accra","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Worldview Pharmacy","pharmacy","Nortey Ababio Street, Airport West, Dzorwulu, Accra","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Adepa Pharmacy","pharmacy","Patrice Lumumba Road, Roman Ridge, Dzorwulu, Accra","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Reanie Chemist Limited","pharmacy","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Medimart","pharmacy","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Bedita","pharmacy","Boundary Road, Accra","+233 302940038","Yes (+233 302 940 038)","","","","Not Available","2026-04-08","OpenStreetMap"
"Ernest Chemists","pharmacy","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Prime Pharmacy","pharmacy","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"HealthLane Pharmacy","pharmacy","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Airport Women's Hospital","hospitals_clinics","Kofi Atta Annan Street, Accra","","","","","","Not Available","2026-04-08","OpenStreetMap/LinkedIn"
"Healthnet Airport Medical Centre","hospitals_clinics","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"St. Andrews Clinic","hospitals_clinics","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"St. Lukes Clinic","hospitals_clinics","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Claron Health International","hospitals_clinics","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Airport Clinic Limited","hospitals_clinics","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Beaver Clinic","hospitals_clinics","Agostino Neto Road, Accra","+233302771785","Yes (+233 302 771 785)","","","","Not Available","2026-04-08","OpenStreetMap"
"Medical & Dental Clinic","hospitals_clinics","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Shala Yoga","gym_fitness","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"California Fitness Est 2029","gym_fitness","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Airport Gym","gym_fitness","","","","","","","Not Available","2026-04-08","Google Maps (estimated)"
"Liange Beauty Salon","salon_spa","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Beauty o'clock","salon_spa","Boundary Road, Accra","+233244018068","Yes (+233 244 018 068)","","","https://www.instagram.com/beauty__oclock/","Not Available","2026-04-08","OpenStreetMap"
"GT Bank","banks","Patrice Lumumba Road, Airport Residential Area, Accra","","","","","","Not Available","2026-04-08","OpenStreetMap"
"First National Bank","banks","Kofi Annan Street, Airport Residential Area, Accra","+233 24 243 5050","Yes (+233 242 435 050)","https://www.firstnationalbank.com.gh","info@firstnationalbank.com.gh","","Verified (found on website)","2026-04-08","https://www.firstnationalbank.com.gh; OpenStreetMap"
"Absa","banks","","+233 57 770 2032","Yes (+233 577 702 032)","https://www.absa.com.gh","customerexperience.gh@absa.africa","","Verified (found on website)","2026-04-08","https://www.absa.com.gh; OpenStreetMap"
"CalBank","banks","","+233 24 340 0364","Yes (+233 243 400 364)","https://calbank.net","Customercare@calbank.net","","Verified (found on website)","2026-04-08","https://calbank.net; OpenStreetMap"
"Société Générale","banks","","","","https://societegenerale.com.gh/","sgghana.info@socgen.com","","Verified (found on website)","2026-04-08","https://societegenerale.com.gh/; OpenStreetMap"
"Stanbic Bank","banks","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Ecobank","banks","Spintex Road, Accra","+233 30 282 3053","Yes (+233 302 823 053)","https://ecobank.com/gh/","","","Not Available","2026-04-08","https://ecobank.com/gh/; OpenStreetMap"
"Fidelity Bank","banks","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"First Atlantic Bank","banks","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"UBA","banks","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Universal Merchant Bank Head Office","banks","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"ProCredit","banks","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"NIB","banks","Spintex Road, Accra","","","","","","Not Available","2026-04-08","OpenStreetMap"
"GHL Bank","banks","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"GCB Bank","banks","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Bank of Africa","banks","","+233 30 276 5624","Yes (+233 302 765 624)","https://boaghana.com/","","","Not Available","2026-04-08","https://boaghana.com/; OpenStreetMap"
"ADB","banks","Gulf Street, Accra","+233 030 250 6201","Yes (+233 302 506 201)","","","","Not Available","2026-04-08","OpenStreetMap"
"Heritage Bank","banks","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Standard Chartered ATM","banks","Tetteh Quarshie Interchange, Accra","+233 30 263 3428","Yes (+233 302 633 428)","https://www.sc.com/gh","feedback.ghana@sc.com","","Verified (found on website)","2026-04-08","https://www.sc.com/gh; OpenStreetMap"
"StarLife Insurance","insurance","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"SSNIT","insurance","Airport by pass road, Accra","+233302611622","Yes (+233 302 611 622)","https://www.ssnit.org.gh/","contactcentre@ssnit.org.gh","","Verified (found on website)","2026-04-08","https://www.ssnit.org.gh/; OpenStreetMap"
"SIC Insurance","insurance","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Old Mutual Ghana","insurance","","","","","","","Not Available","2026-04-08","LinkedIn"
"Kass Towers","consulting_firms","","","","","","","Not Available","2026-04-08","LinkedIn"
"Powersoft System","consulting_firms, it_companies","","","","","","","Not Available","2026-04-08","LinkedIn"
"Akka Kappa Ltd","consulting_firms, real_estate","","","","","","","Not Available","2026-04-08","LinkedIn"
"Wala Digital Health","it_companies","","","","","","","Not Available","2026-04-08","LinkedIn"
"MTN Service Centre","it_companies","Spintex Road, Accra","+233 24 430 0000","Yes (+233 244 300 000)","https://mtn.com.gh/","customercare.GH@mtn.com","","Verified (found on website)","2026-04-08","https://mtn.com.gh/; OpenStreetMap"
"AT Ghana","it_companies","","+233 26 000 0100","Yes (+233 260 000 100)","https://www.at.com.gh/","","","Not Available","2026-04-08","https://www.at.com.gh/; OpenStreetMap"
"Vodafone Ghana","it_companies","","","","","","","Not Available","2026-04-08","Google Maps (estimated)"
"Huawei","it_companies, electronics_stores","","+233558222220","Yes (+233 558 222 220)","","","","Not Available","2026-04-08","OpenStreetMap"
"Kulendi Amponsah Attafuah Law","law_firms","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Verum Law Group PRUC","law_firms","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Bijou Homes Ghana","real_estate","","","","","","","Not Available","2026-04-08","LinkedIn"
"Geodrill","marketing_agencies","","","","","","","Not Available","2026-04-08","LinkedIn"
"Shoprite","supermarkets","","+233302823020","Yes (+233 302 823 020)","","","","Not Available","2026-04-08","OpenStreetMap"
"Ridge Stop Over Supermarket","supermarkets","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Diplomatic Shop","supermarkets","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Melcom","supermarkets","","","","https://melcom.com","","","Not Available","2026-04-08","https://melcom.com; OpenStreetMap"
"Maa Gina","supermarkets","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Koala Shopping Centre","supermarkets","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Marina Mall","supermarkets","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"2 Guys Supermarket","supermarkets","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Adjentes","supermarkets","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"DSTv Shop","supermarkets","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Tax & Duty Free","supermarkets","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Dominguez","fashion_boutiques","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Woodin","fashion_boutiques","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"K2R","fashion_boutiques","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Payless ShoeSource","fashion_boutiques","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Telefonica","electronics_stores","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"iShop","electronics_stores","","+233544336856","Yes (+233 544 336 856)","","","","Not Available","2026-04-08","OpenStreetMap"
"Electronics Hub","electronics_stores","","+233558202424","Yes (+233 558 202 424)","","","","Not Available","2026-04-08","OpenStreetMap"
"Smice","electronics_stores","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Mercedes","car_dealerships","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Silver Star Auto LTD","car_dealerships","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Japan Motors","car_dealerships","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Tata Motors","car_dealerships","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Mazda","car_dealerships","Spintex Road, Accra","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Truck 360","car_dealerships","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Fanida International School","schools","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Al-Rayan International School","schools","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Marchmont Child Development Centre","schools","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Cribs N Sandbox","schools","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Lucas University","schools","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Ecole Francaise Adkel","schools","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Crown University College","schools","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Standford SEED Innovation Center","schools","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Accra Stem Academy","schools","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Embassy of Zimbabwe","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Embassy of Cuba","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Embassy of Spain","embassies","Drake Close, Accra","+233 302 77 40 04","Yes (+233 302 774 004)","http://www.exteriores.gob.es/Embajadas/ACCRA","emb.accra@maec.es","","Verified (found on website)","2026-04-08","http://www.exteriores.gob.es/Embajadas/ACCRA; OpenStreetMap"
"Embassy of Sudan","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Embassy of Saudi Arabia","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Embassy of Egypt","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Embassy of Brazil","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Embassy of Angola","embassies","Agbaamo Street, Accra","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Embassy of Equatorial Guinea","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Embassy of Morocco","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Republic of Benin Embassy","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Embassy of the Senegal","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Embassy of Vatican","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Embassy of Peru Honorary Consulate","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Embassy of Saharawi Republic","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Sierra Leone High Commissioner","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Royal Norwegian Consulate General","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Namibia High Commission","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"High Commission of the Republic of Zambia","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Residence of the Ambassador of Iran","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Residence of the Ambassador of Cuba","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Residence of the Ambassador of Russia","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Residence of the Ambassador of Germany","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Residence of the Ambassador of Italy","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Residence of the Ambassador of Ethiopia","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Residence of the Ambassador of Angola","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Residence of the Ambassador of Czech Republic","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Ghana Airports Company Limited","embassies","","","","","","","Not Available","2026-04-08","LinkedIn"
"Ghana Civil Aviation Authority","embassies","","","","","","","Not Available","2026-04-08","LinkedIn"
"McDan Aviation","embassies","","","","","","","Not Available","2026-04-08","LinkedIn"
"Aerojet Aviation","embassies","","","","","","","Not Available","2026-04-08","LinkedIn"
"Ghana Airport Cargo Centre","embassies","","","","","","","Not Available","2026-04-08","LinkedIn"
"SBMAN Flight Support","embassies","","","","","","","Not Available","2026-04-08","LinkedIn"
"National Service Bakery","bakeries","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Airport International Travel And Tours LTD","travel_agencies","","","","","","","Not Available","2026-04-08","Google Maps"
"Travelwings.com","travel_agencies","","","","","","","Not Available","2026-04-08","Google Maps"
"Travel Time Africa","travel_agencies","","","","","","","Not Available","2026-04-08","Google Maps"
"Wakanow Airport Accra","travel_agencies","","","","","","","Not Available","2026-04-08","Google Maps"
"Krishna Travels Ghana","travel_agencies","","","","","","","Not Available","2026-04-08","Google Maps"
"Eno's Travels","travel_agencies","","","","","","","Not Available","2026-04-08","Google Maps"
"Rehoboth Travel","travel_agencies","","","","","","","Not Available","2026-04-08","Google Maps"
"THE AVI","event_planning","","","","","","","Not Available","2026-04-08","Google Maps"
"Name Event Planners","event_planning","","","","","","","Not Available","2026-04-08","Google Maps"
"DNA Events Ghana","event_planning","","","","","","","Not Available","2026-04-08","Google Maps"
"Lionheart Events","event_planning","","","","","","","Not Available","2026-04-08","Google Maps"
"Partykidsgh","event_planning","","","","","","","Not Available","2026-04-08","Google Maps"
"Unique Home Affairs","event_planning","","","","","","","Not Available","2026-04-08","Google Maps"
"Cling Events Ghana","event_planning","","","","","","","Not Available","2026-04-08","Google Maps"
"S.S STUDIOS","photography_studios","","","","","","","Not Available","2026-04-08","Google Maps"
"Mighty Signature","photography_studios","","","","","","","Not Available","2026-04-08","Google Maps"
"Photo Club Marina Mall","photography_studios","","","","","","","Not Available","2026-04-08","Google Maps"
"Javie photography studios","photography_studios","","","","","","","Not Available","2026-04-08","Google Maps"
"Akyedze Photography Accra","photography_studios","","","","","","","Not Available","2026-04-08","Google Maps"
"PAK Photography Studio","photography_studios","","","","","","","Not Available","2026-04-08","Google Maps"
"Oasis Studios","photography_studios","","","","","","","Not Available","2026-04-08","Google Maps"
"Easy Print","printing_services","","","","","","","Not Available","2026-04-08","Google Maps"
"Copy-Fix Services Ltd.","printing_services","","","","","","","Not Available","2026-04-08","Google Maps"
"MEDIAGRAPHICS & PRESS","printing_services","","","","","","","Not Available","2026-04-08","Google Maps"
"Digital Impression","printing_services","","","","","","","Not Available","2026-04-08","Google Maps"
"Print Online Ghana","printing_services","","","","","","","Not Available","2026-04-08","Google Maps"
"Acquarigo Digital Printing","printing_services","","","","","","","Not Available","2026-04-08","Google Maps"
"PRODICK PRINTING GRAPHICS & STATIONERY","printing_services","","","","","","","Not Available","2026-04-08","Google Maps"
"Africa World Airlines","airlines_offices","","","","","","","Not Available","2026-04-08","Google Maps"
"Air France-KLM Office","airlines_offices","","","","","","","Not Available","2026-04-08","Google Maps"
"Ghana Airports Company Limited - Head Office","airlines_offices, it_companies","","","","","","","Not Available","2026-04-08","Google Maps"
"Ethiopian Airlines","airlines_offices","","","","","","","Not Available","2026-04-08","Google Maps"
"Turkish Airlines (THY) Ghana Accra Office","airlines_offices","","","","","","","Not Available","2026-04-08","Google Maps"
"Brussels Airlines - Sales Office Accra","airlines_offices","","","","","","","Not Available","2026-04-08","Google Maps"
"Emirates Airline","airlines_offices","","","","","","","Not Available","2026-04-08","Google Maps"
"Marina Mall - Airport City","shopping_malls","","","","","","","Not Available","2026-04-08","Google Maps"
"Accra Mall","shopping_malls","","","","","","","Not Available","2026-04-08","Google Maps"
"China Mall Spintex","shopping_malls","","","","","","","Not Available","2026-04-08","Google Maps"
"China Mall Airport","shopping_malls","","","","","","","Not Available","2026-04-08","Google Maps"
"Sprint Marketing Africa","marketing_agencies","","","","","","","Not Available","2026-04-08","Google Maps"
"Rankdigital Marketing Consultancy Ltd","marketing_agencies","","","","","","","Not Available","2026-04-08","Google Maps"
"Innova DB Ghana","marketing_agencies","","","","","","","Not Available","2026-04-08","Google Maps"
"Emerge Ghana Ltd","marketing_agencies","","","","","","","Not Available","2026-04-08","Google Maps"
"Lion King Marketing Agency","marketing_agencies","","","","","","","Not Available","2026-04-08","Google Maps"
"DMPAC GHANA","marketing_agencies","","","","","","","Not Available","2026-04-08","Google Maps"
"TopWin Digital Marketing","marketing_agencies","","","","","","","Not Available","2026-04-08","Google Maps"
"Techland IT Solutions Limited Accra Ghana","it_companies","","","","","","","Not Available","2026-04-08","Google Maps"
"Africa Works Accra @ Airport Residential","it_companies","","","","","","","Not Available","2026-04-08","Google Maps"
"CIS Ghana Ltd","it_companies","","","","","","","Not Available","2026-04-08","Google Maps"
"MGIO.A.K Chartered Accountants Ghana","accounting_firms","","","","","","","Not Available","2026-04-08","Google Maps"
