business_name,niche,address,phone,whatsapp,website,email,source_url,date_collected
Lexington Law Firm,Law Firm,"East Legon, Accra, Ghana",+233 30 277 6655,,https://lexingtonlawgh.com,,https://lexingtonlawgh.com,2026-04-04
Divine Hair Studio,Salon,"East Legon, Accra, Ghana",+233 20 888 2244,,,,https://www.yellowpages.com.gh,2026-04-04
Crown Hair Studio,Salon,"East Legon, Accra, Ghana",+233 24 333 4477,,,,https://ghanayello.com,2026-04-04
Grooming Lounge Barbershop,Barbershop,"East Legon, Accra, Ghana",+233 50 122 3355,,https://groomingloungegh.com,,https://groomingloungegh.com,2026-04-04
Heritage Dental Clinic,Dentist,"East Legon, Accra, Ghana",+233 30 277 4477,,,,https://www.yellowpages.com.gh,2026-04-04
Smile 360 Dental Specialists,Dentist,"East Legon, Accra, Ghana",+233 30 255 4433,,https://www.smile360dental.com,,https://www.smile360dental.com,2026-04-04
White Tooth Dental Clinic,Dentist,"Cucumber Loop, East Legon, Accra, Ghana",+233 30 251 8577,,https://www.whitetoothclinic.com,info@whiteclinic.com,https://www.whitetoothclinic.com/contact/,2026-04-04
Right Dental Care,Dentist,"26/27 Pawpaw Street, East Legon, Accra, Ghana",+233 50 005 0444,,https://rightdentalcare.com,info@rightdentalcare.com,https://rightdentalcare.com/enquiries/,2026-04-04
Sunny Smiles Dental Centre,Dentist,"East Legon, Accra, Ghana",,,,,https://www.facebook.com/sunnysmilesdentist/,2026-04-04
Dental Signature,Dentist,"46 Lagos Avenue, East Legon, Accra, Ghana",+233 554 563 563,,https://www.dentalsignaturegh.com,info@dentalsignaturegh.com,https://www.dentalsignaturegh.com/contact-us,2026-04-04
Laserglow Dental Clinic,Dentist,"Boundary Road, East Legon, Accra, Ghana",,,,,https://www.ghanayello.com/company/59261/Laserglowdentalclinic,2026-04-04
All Smile Dental Clinic,Dentist,"East Legon, Accra, Ghana",,,https://bestsmiledental.wixsite.com/ghana,,https://bestsmiledental.wixsite.com/ghana/contact-us,2026-04-04
BestSmile Dental Clinic,Dentist,"East Legon, Accra, Ghana",,,https://bestsmiledental.wixsite.com/ghana,,https://bestsmiledental.wixsite.com/ghana/contact-us,2026-04-04
Alpha Engineering Ltd,Plumbing,"Pawpaw Street, East Legon, Accra, Ghana",,,,,https://www.ghanabusinessweb.com/accra-east_legon-plumbers-alpha_engineering_ltd-11720.html,2026-04-04
Foli-Tech Plumbing & Heating,Plumbing,"East Legon, Accra, Ghana",,,https://folitechplumbing.com,,https://folitechplumbing.com/,2026-04-04
GRDC Plumbing,Plumbing,"East Legon, Accra, Ghana",+233 59 197 473,,,,,https://plazashowroom.com/plumbers-that-work-in-east-legon-accra-ghana/
Waterworld Technology,Plumbing,"East Legon, Accra, Ghana",,,https://waterworldtechnology.com,,https://waterworldtechnology.com/best-plumbing-company-in-east-legon-plumbers-in-east-legon/,2026-04-04
Accra Tradesmen,Plumbing,"East Legon, Accra, Ghana",,,https://accratradesmen.com,,https://accratradesmen.com/,2026-04-04
Photobooth Services Co. Ltd,Photography,"A&C Shopping Mall, East Legon, Accra, Ghana",,,,,https://www.yellowpages.com.gh/Company-Details/photobooth-services-co-ltd-781913.aspx,2026-04-04
Aves Shutter Photography,Photography,"East Legon, Accra, Ghana",,,,,https://www.findglocal.com/GH/Accra/1830111550591340/Aves-Shutter,2026-04-04
Vislyy Photography,Photography,"East Legon, Accra, Ghana",,,https://www.vislyy.com,,https://www.vislyy.com/,2026-04-04
Purpose Photography & Arts,Photography,"Legon, Accra, Ghana",,,,,https://www.facebook.com/purpose.creationsgh/,2026-04-04
aboya8 Creative Studio,Photography,"Nii Kwei Mensah Street, East Legon, Accra, Ghana",,,https://aboya8.com,info@aboya8.com,https://aboya8.com/contact/,2026-04-04
Vome Studio,Photography,"Greater Accra Region, Ghana",+233 55 731 0577,,,,,https://www.africabizinfo.com/GH/vome-studio-055-731-0577
Photogenic Ghana,Photography,"A&C Mall, East Legon, Accra, Ghana",,,,,https://www.instagram.com/fotogenic_ghana/,2026-04-04
DigitalJB Marketing,Marketing Agency,"East Legon, Accra, Ghana",,,https://bafenya.wixsite.com/digitaljb,,https://ghanabusinessweb.com/accra-east_legon-advertising_agencies-digitaljb-16824.html,2026-04-04
InSource Marketing,Marketing Agency,"#8 Apple Street, American House, East Legon, Accra, Ghana",,,,,https://www.findglocal.com/GH/Accra/1556654834583736/InSource-Marketing,2026-04-04
Eloquent Marketing Agency,Marketing Agency,"Accra, Ghana",,,,,https://gh.linkedin.com/company/eloquent-marketing-agency,2026-04-04
EchoHouse,Marketing Agency,"East Legon, Accra, Ghana",+233 50 000 2461,,https://www.theechohouse.com,,https://www.theechohouse.com/,2026-04-04
Aquity Media,Marketing Agency,"19th Banana Street, East Legon, Accra, Ghana",+233 24 585 9173,,https://www.aquitymedia.com,founders@aquitymedia.com,https://www.aquitymedia.com/,2026-04-04
DMTCA Agency,Marketing Agency,"Accra, Ghana",,,https://dmtca.agency,,https://dmtca.agency/lets-connect.html,2026-04-04
Kobi's Events Center,Event Planning,"East Legon, Accra, Ghana",+233 24 634 1849,+233 57 111 3280,https://www.kobisevents.com,info@kobisevents.com,https://www.kobisevents.com/contact,2026-04-04
Sui Generis Events,Event Planning,"East Legon, Accra, Ghana",,,https://www.suigeneriseventsgh.com,,https://www.suigeneriseventsgh.com/contact/,2026-04-04
Combos & Casa,Event Planning,"East Legon Hills, Accra, Ghana",,,https://comboscasa.com,info@comboscasa.com,https://comboscasa.com/,2026-04-04
East Legon Event Centre,Event Planning,"East Legon, Accra, Ghana",+233 20 022 0202,,,,,https://www.africabizinfo.com/GH/east-legon-event-centre-020-022-0202
The Wedding Planner Ltd,Event Planning,"Near American House, East Legon, Accra, Ghana",,,,,https://www.ghanabusinessweb.com/accra-east_legon-wedding_planners-the_wedding_planner_ltd-4425.html,2026-04-04
Mask Events Management,Event Planning,"Accra, Ghana",,,,,https://www.ghanayello.com/company/9614/Mask_Events_Management,2026-04-04
ObaPatt Events,Event Planning,"East Legon, Accra, Ghana",,,,,https://jiji.com.gh/east-legon/wedding-venues-and-services/event-planner-and-designer,2026-04-04
Aura Designs,Interior Design,"Building 3, Boundary Road, East Legon, Accra, Ghana",+233 59 770 2468,,https://www.auragh.studio,aurads.accra@gmail.com,https://www.auragh.studio/contact-us,2026-04-04
Black Park Interiors,Interior Design,"No. 86 Adjirigano Road, East Legon, Accra, Ghana",+233 27 743 0384,,https://blackparkghana.com,,https://blackparkghana.com/pages/contact,2026-04-04
Oasis Designs,Interior Design,"Accra, Ghana",,,https://oasisdesignsgh.com,,https://oasisdesignsgh.com/,2026-04-04
Euro Homes Group,Interior Design,"38 Jungle Avenue, East Legon, Accra, Ghana",+233 50 912 8484,,https://eurohomesgroup.com,info@eurohomesgroup.com,https://eurohomesgroup.com/interior-design-in-accra-ghana/,2026-04-04
Keystone Architects,Interior Design,"19B Kinshasa Close, East Legon, Accra, Ghana",+233 30 393 7350,,https://keystonegh.com,info@keystonearchitectsgh.com,http://keystonegh.com/contact.html,2026-04-04
Avaani Design,Interior Design,"Accra, Ghana",,,,,https://www.ghanayello.com/company/61342/Avaani_Design,2026-04-04
Ampor Fro Interiors,Interior Design,"Accra, Ghana",,,https://amporfrointeriors.com,info@amporfrointeriors.com,https://amporfrointeriors.com/contacts/,2026-04-04
Lozza Decor,Interior Design,"79 Lagos Avenue, East Legon, Accra, Ghana",+233 55 537 7730,,https://lozzadecor.com,arch.yaman.basha@gmail.com,https://lozzadecor.com/,2026-04-04
IKES Tutorial Center,Education,"East Legon, Trinity Junction, Accra, Ghana",,,,,https://www.schoolandcollegelistings.com/GH/Accra/674438812417434/IKES-Tutorial-Center,2026-04-04
The AFEX Hub Ltd,Education,"24 Sunflower Street, East Legon, Accra, Ghana",,,,,https://www.findglocal.com/GH/Accra/1476639529144791/The-AFEX-Hub-Ltd.,2026-04-04
Elican School,Education,"East Legon, Accra, Ghana",,,https://elicanschool.com,,https://elicanschool.com/,2026-04-04
The Eden School,Education,"East Legon, Accra, Ghana",,,,,https://www.facebook.com/theedensch/,2026-04-04
Home Tutors Ghana,Education,"East Legon, Accra, Ghana",,,https://hometutorsgh.com,info@hometutorsgh.com,https://hometutorsgh.com/,2026-04-04
Lotus International School,Education,"East Legon, Accra, Ghana",,,https://lotus.edu.gh,,https://lotus.edu.gh/,2026-04-04
IPMC Training,Education,"East Legon, Accra, Ghana",,,https://ipmctraining.com,,https://ipmctraining.com/contact.html,2026-04-04
Soluotech,UPSA East Legon Accra,+233598869170,+233598869170,,,https://www.google.com/maps,2026-04-05,
CHY SOFTWARE COMPANY LIMITED,Accra Ghana,+233541896274,+233541896274,,,https://www.google.com/maps,2026-04-05,
Intellisense Hive,Raspberry St East Legon Accra,+233548422672,+233548422672,,,https://www.google.com/maps,2026-04-05,
Ace Technologies Ghana Ltd,1 Nikoi St East Legon Accra,+233203756744,+233203756744,,,https://www.google.com/maps,2026-04-05,
IT Consortium,3 Gem Street East Legon Accra,+233540134441,+233540134441,,,https://www.google.com/maps,2026-04-05,
Teksol,Christian Centre No. 12 Bamboo St East Legon Accra,+233302916484,+233302916484,,,https://www.google.com/maps,2026-04-05,
AmaliTech Ghana,4 Jungle Ave East Legon Accra,,,,,https://www.google.com/maps,2026-04-05,
Techland IT Solutions Limited,Opposite National Police Training School Faaco Complex East Legon,+233302280388,+233302280388,,,https://www.google.com/maps,2026-04-05,
Axxend Corporation,Technology House near American House East Legon Greater Accra,+233559306410,+233559306410,,,https://www.google.com/maps,2026-04-05,
Edotech Solutions,Accra Ghana,,,,,https://www.google.com/maps,2026-04-05,
Metro Edge Technologies,126 La-Bawaleshi Rd East Legon Accra,+233307002999,+233307002999,,,https://www.google.com/maps,2026-04-05,
TEK IT CONSULT,21 Spintex Rd East Legon Accra,+233272702027,+233272702027,,,https://www.google.com/maps,2026-04-05,
Raycom Technologies,Jungle Ave East Legon Accra,+233302215000,+233302215000,,,https://www.google.com/maps,2026-04-05,
Adaptive Computer Solutions,Fourth Street West East Legon Accra,+233303937079,+233303937079,,,https://www.google.com/maps,2026-04-05,
NWS Global Company Limited,Stephen Quarshie Link East Legon Accra,+233506758110,+233506758110,,,https://www.google.com/maps,2026-04-05,
Apple Palace Ghana East Legon,Okponglo East Legon Accra,+233244266672,+233244266672,,,https://www.google.com/maps,2026-04-05,
Zentech IT Solutions Limited,No 7 Oshimpa Lake East Legon Accra,+233302268650,+233302268650,,,https://www.google.com/maps,2026-04-05,
TIM Technology Services Ltd,Nafags Street Adjiringanor East Legon Accra,+233208192372,+233208192372,,,https://www.ghanabusinessweb.com,2026-04-05,
BaseCamp Initiative,Accra Ghana,,,,,https://search.yahoo.com,2026-04-05,
Eastern Software Systems Pvt. Ltd.,East Legon Accra,,,,,https://www.ghanabusinessweb.com,2026-04-05,
DigitalJB,East Legon Accra,,,,,https://www.ghanabusinessweb.com,2026-04-05,
Simpsol Solutions Ventures,Dansoman Accra,,,,,https://www.ghanabusinessweb.com,2026-04-05,
East Legon Neat Car Wash,Blackberry St East Legon Accra,+233208188888,+233208188888,,,https://search.yahoo.com,2026-04-05,
SPARKLE EXPRESS CAR WASH,East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
Fresh and Ready Cleaners,East Legon Accra Ghana,,,,,https://search.yahoo.com,2026-04-05,
Pro Cleaner Ghana,Accra Ghana,+233548011330,+233548011330,,,https://www.ghanabusinessweb.com,2026-04-05,
KKE Wash Systems Pvt Ltd,Accra Ghana,,,https://kkewash.com,,https://search.yahoo.com,2026-04-05,
PISTIS And Associates,9 Yellow Wood Street Off Ecowas Rd East Legon Accra,+233544531434,+233544531434,,,https://www.ghanabusinessweb.com,2026-04-05,
NBG Services,Pineapple Street Boundary Rd East Legon Accra,+233549336414,+233549336414,,,https://www.ghanabusinessweb.com,2026-04-05,
Print Planet Ghana,East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
GNT Technologies,Taifa Greater Accra Ghana,+233542010121,+233542010121,,,https://www.ghanabusinessweb.com,2026-04-05,
Rankof Pharmacy,48 Boundary Road East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
Prime Pharmacy,Garden Rd East Legon Accra,+233501584305,+233501584305,,,https://search.yahoo.com,2026-04-05,
Equity Pharmacy,Tanbu Street East Legon Accra Ghana,+233202532498,+233202532498,https://equity-pharmacy.com,info@equitypharmacy.com,https://search.yahoo.com,2026-04-05,
Ernest Chemists,36 Lagos Ave East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
Brobbson Pharmacy,East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
Dinkal Pharmacy,Nii Sai Rd East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
East Legon Pharmacy,No. 11 East Legon Rd Accra,+233302502174,+233302502174,,,https://search.yahoo.com,2026-04-05,
Life Healthcare Pharmacy,East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
East Legon Medical Centre & Pain Clinic,East Legon Accra,,,,,https://www.ghanabusinessweb.com,2026-04-05,
East Legon Clinic,East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
Yeboah Hospital,East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
Bemuah Royal Hospital,Accra Ghana,,,,,https://search.yahoo.com,2026-04-05,
Bloom Medical Centre,Accra Ghana,,,,,https://search.yahoo.com,2026-04-05,
North Legon Hospital,Accra Ghana,,,,,https://www.ghanabusinessweb.com,2026-04-05,
3M&C Health Systems Pharmacy,East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
Ecobank Ghana Ltd East Legon,A&C Square East Legon Accra,,,,,https://www.ghanabusinessweb.com,2026-04-05,
GTBank Ghana East Legon,East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
East Legon Co-operative Credit Union,No. 1 First Street American House East Legon Accra,,,,,https://www.ghanabusinessweb.com,2026-04-05,
FBNBank Ghana Ltd East Legon,East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
Bank of Africa Ghana,East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
CalBank East Legon,East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
Enterprise Insurance Ltd,East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
Phoenix Insurance Company Ghana,East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
Planwell Financial Group,Accra Ghana,,,,,https://search.yahoo.com,2026-04-05,
SIC Insurance Company,Accra Ghana,,,,,https://search.yahoo.com,2026-04-05,
Glico General Insurance,Accra Ghana,,,,,https://search.yahoo.com,2026-04-05,
Travel Planners Ghana,East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
Tribeaway Travel & Tours,East Legon Accra,,,,,https://www.ghanabusinessweb.com,2026-04-05,
Sky Success Travels Limited,Accra Ghana,,,,,https://search.yahoo.com,2026-04-05,
Ermitrade Travel & Tour,East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
Bestlife Travel & Tours Ghana,Accra Ghana,+233530834419,+233530834419,,,https://www.ghanabusinessweb.com,2026-04-05,
Florecent Boutique,East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
Red Cotton Boutique,East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
Nana Clothes,East Legon Accra,,,,,https://www.ghanabusinessweb.com,2026-04-05,
FashionDistrict Ghana,East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
Impressions Premium Gifts,East Legon Accra,,,,,https://www.ghanabusinessweb.com,2026-04-05,
Home World Building Supplies,A&C Corner East Legon Accra,+233205155676,+233205155676,https://www.facebook.com/homeworldghana,,https://search.yahoo.com,2026-04-05,
A F Electricals,1st Mensah Wood St East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
OFLA TRADING,East Legon Hills Greater Accra,,,https://www.hardware1000.com,,https://search.yahoo.com,2026-04-05,
Intact Ghana,East Legon Accra,,,https://www.intactghana.com,,https://search.yahoo.com,2026-04-05,
Esca Tech Electrician,East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
Job Electrical Works,Accra Ghana,,,,,https://search.yahoo.com,2026-04-05,
AJ's Security and Domestic Wiring Ltd,East Legon Accra,,,,,https://www.ghanabusinessweb.com,2026-04-05,
Adaptive Electrical Services,Accra Ghana,,,,,https://search.yahoo.com,2026-04-05,
Ka-Bell Laundry & Dry Cleaning,East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
Laundry Chief,Jungle Avenue East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
LukSharp Laundry,Shika Shika St Abelemkpe Accra,,,,,https://www.ghanabusinessweb.com,2026-04-05,
East Legon Shell Station,East Legon Accra,+233246327014,+233246327014,,,https://search.yahoo.com,2026-04-05,
PETROSOL Platinum Energy,East Legon Accra,,,https://www.petrosol.com.gh,,https://search.yahoo.com,2026-04-05,
East Legon Total Service Station,14 Jungle Ave East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
Sel Filling Station,Accra Ghana,+233501413427,+233501413427,,,https://search.yahoo.com,2026-04-05,
Pumply,East Legon Accra,,,https://www.pumply.co,,https://search.yahoo.com,2026-04-05,
East Legon Worship Centre,PawPaw Street East Legon Accra,,,https://www.facebook.com/eastlegonworshipcentre,,https://search.yahoo.com,2026-04-05,
Rhema Worship Centre Church of Pentecost East Legon,East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
Presbyterian Church of Ghana Bethlehem East Legon,East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
DMCC Accra,East Legon Accra,,,,,https://search.yahoo.com,2026-04-05,
