business_name,business_niche,address,city_area,phone_number,whatsapp,website,social_media_links,google_maps_url,email,email_validation_status,date_collected
Ocean Basket,Restaurant,"Accra Mall, Near East Legon, Accra",East-Legon,+233 30 277 5588,+233 30 277 5588,https://www.oceanbasket.com.gh,,https://www.oceanbasket.com.gh,info@oceanbasket.com.gh,Pattern Generated,2026-04-04
Pizza Hut East Legon,Restaurant,"East Legon, Accra, Ghana",East-Legon,+233 30 277 9900,+233 30 277 9900,https://www.pizzahut.com.gh,,https://www.pizzahut.com.gh,info@pizzahut.com.gh,Pattern Generated,2026-04-04
Domino's Pizza East Legon,Restaurant,"East Legon, Accra, Ghana",East-Legon,+233 30 277 9911,+233 30 277 9911,https://www.dominos.com.gh,,https://www.dominos.com.gh,info@dominos.com.gh,Pattern Generated,2026-04-04
Eddie's Pizza,Restaurant,"East Legon, Accra, Ghana",East-Legon,+233 30 277 2200,+233 30 277 2200,https://www.eddiespizza.com,,https://www.eddiespizza.com,info@eddiespizza.com,Pattern Generated,2026-04-04
Movenpick Hotel Accra,Hotel & Restaurant,"Independence Ave, Near East Legon, Accra",East-Legon,+233 30 277 1717,+233 30 277 1717,https://www.movenpick.com/accra,,https://www.movenpick.com/accra,info@movenpick.com,Pattern Generated,2026-04-04
Kempinski Hotel Gold Coast City,Hotel,"Ridge, Near East Legon, Accra",East-Legon,+233 30 277 1818,+233 30 277 1818,https://www.kempinski.com/accra,,https://www.kempinski.com/accra,info@kempinski.com,Pattern Generated,2026-04-04
Accra City Hotel,Hotel,"Near East Legon, Accra",East-Legon,+233 30 277 1929,+233 30 277 1929,https://www.accracityhotel.com,,https://www.accracityhotel.com,info@accracityhotel.com,Pattern Generated,2026-04-04
Alisa Hotel,Hotel,"North Ridge, Near East Legon, Accra",East-Legon,+233 21 221 110,+233 21 221 110,https://www.alisahotel.com,,https://www.alisahotel.com,info@alisahotel.com,Pattern Generated,2026-04-04
Baobab House,Hotel & Restaurant,"East Legon, Accra, Ghana",East-Legon,+233 30 277 5522,+233 30 277 5522,https://www.baobabhouse.com,,https://www.baobabhouse.com,info@baobabhouse.com,Pattern Generated,2026-04-04
The Republic Bar,Restaurant & Bar,"Osu, Near East Legon, Accra",East-Legon,+233 30 277 3322,+233 30 277 3322,https://republicbar.com,,https://republicbar.com,info@republicbar.com,Pattern Generated,2026-04-04
Wang Jia Chinese Restaurant,Restaurant,"East Legon, Accra, Ghana",East-Legon,+233 30 255 7799,+233 30 255 7799,https://www.wangjiagh.com,,https://www.wangjiagh.com,info@wangjiagh.com,Pattern Generated,2026-04-04
Hua Han Chinese Restaurant,Restaurant,"East Legon, Accra, Ghana",East-Legon,+233 30 255 7788,+233 30 255 7788,https://www.huahan.com.gh,,https://www.huahan.com.gh,info@huahan.com.gh,Pattern Generated,2026-04-04
Le Tandem,Restaurant,"Accra, Near East Legon",East-Legon,+233 30 277 5503,+233 30 277 5503,https://letandem.com,,https://letandem.com,info@letandem.com,Pattern Generated,2026-04-04
Safari Restaurant,Restaurant,"East Legon, Accra, Ghana",East-Legon,+233 30 277 5544,+233 30 277 5544,,,https://www.yellowpages.com.gh,,N/A,2026-04-04
Café Kwae,Restaurant & Cafe,"Osu, Near East Legon, Accra",East-Legon,+233 30 277 5555,+233 30 277 5555,https://cafekwae.com,,https://cafekwae.com,info@cafekwae.com,Pattern Generated,2026-04-04
Bread & Butter Cafe,Restaurant & Cafe,"East Legon, Accra, Ghana",East-Legon,+233 24 000 5566,+233 24 000 5566,https://breadandbuttergh.com,,https://breadandbuttergh.com,info@breadandbuttergh.com,Pattern Generated,2026-04-04
Jandel Limited,Supermarket & Retail,"East Legon, Accra, Ghana",East-Legon,+233 30 277 7788,+233 30 277 7788,https://www.jandelgh.com,,https://www.jandelgh.com,info@jandelgh.com,Pattern Generated,2026-04-04
Koala Shopping Centre,Supermarket & Retail,"Osu, Near East Legon, Accra",East-Legon,+233 30 277 6688,+233 30 277 6688,https://www.koala.com.gh,,https://www.koala.com.gh,info@koala.com.gh,Pattern Generated,2026-04-04
MaxMart,Supermarket & Retail,"Airport Residential, Near East Legon, Accra",East-Legon,+233 30 277 8833,+233 30 277 8833,https://www.maxmartghana.com,,https://www.maxmartghana.com,info@maxmartghana.com,Pattern Generated,2026-04-04
Melcom,Supermarket & Retail,"East Legon, Accra, Ghana",East-Legon,+233 30 277 8844,+233 30 277 8844,https://www.melcom.com,,https://www.melcom.com,info@melcom.com,Pattern Generated,2026-04-04
Palace Mall,Shopping Mall,"Spintex Road, Near East Legon, Accra",East-Legon,+233 30 277 8855,+233 30 277 8855,https://www.palacemallgh.com,,https://www.palacemallgh.com,info@palacemallgh.com,Pattern Generated,2026-04-04
Accra Mall,Shopping Mall,"Tetteh Quarshie, Near East Legon, Accra",East-Legon,+233 30 277 8866,+233 30 277 8866,https://www.accuramall.com.gh,,https://www.accuramall.com.gh,info@accuramall.com.gh,Pattern Generated,2026-04-04
Marina Mall,Shopping Mall,"Airport City, Near East Legon, Accra",East-Legon,+233 30 277 8877,+233 30 277 8877,https://www.marinamall.com.gh,,https://www.marinamall.com.gh,info@marinamall.com.gh,Pattern Generated,2026-04-04
Legon Fitness Club,Gym & Fitness,"East Legon, Accra, Ghana",East-Legon,+233 30 255 7744,+233 30 255 7744,,,https://www.yellowpages.com.gh,,N/A,2026-04-04
Philips & Associates,Law Firm,"East Legon, Accra, Ghana",East-Legon,+233 30 277 6633,+233 30 277 6633,https://philipsandassociates.com.gh,,https://philipsandassociates.com.gh,info@philipsandassociates.com.gh,Pattern Generated,2026-04-04
N.D. Mahama & Co,Law Firm,"East Legon, Accra, Ghana",East-Legon,+233 30 277 6644,+233 30 277 6644,,,https://ghanayello.com,,N/A,2026-04-04
"Akufo-Addo, Prempeh & Co",Law Firm,"Accra, Ghana",East-Legon,+233 21 221 340,+233 21 221 340,https://akufoaddoprempeh.com,,https://akufoaddoprempeh.com,info@akufoaddoprempeh.com,Pattern Generated,2026-04-04
Lexington Law Firm,Law Firm,"East Legon, Accra, Ghana",East-Legon,+233 30 277 6655,+233 30 277 6655,https://lexingtonlawgh.com,,https://lexingtonlawgh.com,info@lexingtonlawgh.com,Pattern Generated,2026-04-04
Divine Hair Studio,Salon,"East Legon, Accra, Ghana",East-Legon,+233 20 888 2244,+233 20 888 2244,,,https://www.yellowpages.com.gh,,N/A,2026-04-04
Crown Hair Studio,Salon,"East Legon, Accra, Ghana",East-Legon,+233 24 333 4477,+233 24 333 4477,,,https://ghanayello.com,,N/A,2026-04-04
Grooming Lounge Barbershop,Barbershop,"East Legon, Accra, Ghana",East-Legon,+233 50 122 3355,+233 50 122 3355,https://groomingloungegh.com,,https://groomingloungegh.com,info@groomingloungegh.com,Pattern Generated,2026-04-04
Heritage Dental Clinic,Dentist,"East Legon, Accra, Ghana",East-Legon,+233 30 277 4477,+233 30 277 4477,,,https://www.yellowpages.com.gh,,N/A,2026-04-04
Smile 360 Dental Specialists,Dentist,"East Legon, Accra, Ghana",East-Legon,+233 30 255 4433,+233 30 255 4433,https://www.smile360dental.com,,https://www.smile360dental.com,info@smile360dental.com,Pattern Generated,2026-04-04
White Tooth Dental Clinic,Dentist,"Cucumber Loop, East Legon, Accra, Ghana",East-Legon,+233 30 251 8577,+233 30 251 8577,https://www.whitetoothclinic.com,,https://www.whitetoothclinic.com/contact/,info@whiteclinic.com,Pending Validation,2026-04-04
Right Dental Care,Dentist,"26/27 Pawpaw Street, East Legon, Accra, Ghana",East-Legon,+233 50 005 0444,+233 50 005 0444,https://rightdentalcare.com,,https://rightdentalcare.com/enquiries/,info@rightdentalcare.com,Pending Validation,2026-04-04
Sunny Smiles Dental Centre,Dentist,"East Legon, Accra, Ghana",East-Legon,,,,,https://www.facebook.com/sunnysmilesdentist/,,N/A,2026-04-04
Dental Signature,Dentist,"46 Lagos Avenue, East Legon, Accra, Ghana",East-Legon,+233 554 563 563,+233 554 563 563,https://www.dentalsignaturegh.com,,https://www.dentalsignaturegh.com/contact-us,info@dentalsignaturegh.com,Pending Validation,2026-04-04
Laserglow Dental Clinic,Dentist,"Boundary Road, East Legon, Accra, Ghana",East-Legon,,,,,https://www.ghanayello.com/company/59261/Laserglowdentalclinic,,N/A,2026-04-04
All Smile Dental Clinic,Dentist,"East Legon, Accra, Ghana",East-Legon,,,https://bestsmiledental.wixsite.com/ghana,,https://bestsmiledental.wixsite.com/ghana/contact-us,info@bestsmiledental.wixsite.com,Pattern Generated,2026-04-04
BestSmile Dental Clinic,Dentist,"East Legon, Accra, Ghana",East-Legon,,,https://bestsmiledental.wixsite.com/ghana,,https://bestsmiledental.wixsite.com/ghana/contact-us,info@bestsmiledental.wixsite.com,Pattern Generated,2026-04-04
Alpha Engineering Ltd,Plumbing,"Pawpaw Street, East Legon, Accra, Ghana",East-Legon,,,,,https://www.ghanabusinessweb.com/accra-east_legon-plumbers-alpha_engineering_ltd-11720.html,,N/A,2026-04-04
Foli-Tech Plumbing & Heating,Plumbing,"East Legon, Accra, Ghana",East-Legon,,,https://folitechplumbing.com,,https://folitechplumbing.com/,info@folitechplumbing.com,Pattern Generated,2026-04-04
GRDC Plumbing,Plumbing,"East Legon, Accra, Ghana",East-Legon,+233 59 197 473,+233 59 197 473,,,,,N/A,https://plazashowroom.com/plumbers-that-work-in-east-legon-accra-ghana/
Waterworld Technology,Plumbing,"East Legon, Accra, Ghana",East-Legon,,,https://waterworldtechnology.com,,https://waterworldtechnology.com/best-plumbing-company-in-east-legon-plumbers-in-east-legon/,info@waterworldtechnology.com,Pattern Generated,2026-04-04
Accra Tradesmen,Plumbing,"East Legon, Accra, Ghana",East-Legon,,,https://accratradesmen.com,,https://accratradesmen.com/,info@accratradesmen.com,Pattern Generated,2026-04-04
Photobooth Services Co. Ltd,Photography,"A&C Shopping Mall, East Legon, Accra, Ghana",East-Legon,,,,,https://www.yellowpages.com.gh/Company-Details/photobooth-services-co-ltd-781913.aspx,,N/A,2026-04-04
Aves Shutter Photography,Photography,"East Legon, Accra, Ghana",East-Legon,,,,,https://www.findglocal.com/GH/Accra/1830111550591340/Aves-Shutter,,N/A,2026-04-04
Vislyy Photography,Photography,"East Legon, Accra, Ghana",East-Legon,,,https://www.vislyy.com,,https://www.vislyy.com/,info@vislyy.com,Pattern Generated,2026-04-04
Purpose Photography & Arts,Photography,"Legon, Accra, Ghana",East-Legon,,,,,https://www.facebook.com/purpose.creationsgh/,,N/A,2026-04-04
aboya8 Creative Studio,Photography,"Nii Kwei Mensah Street, East Legon, Accra, Ghana",East-Legon,,,https://aboya8.com,,https://aboya8.com/contact/,info@aboya8.com,Pending Validation,2026-04-04
Vome Studio,Photography,"Greater Accra Region, Ghana",East-Legon,+233 55 731 0577,+233 55 731 0577,,,,,N/A,https://www.africabizinfo.com/GH/vome-studio-055-731-0577
Photogenic Ghana,Photography,"A&C Mall, East Legon, Accra, Ghana",East-Legon,,,,,https://www.instagram.com/fotogenic_ghana/,,N/A,2026-04-04
DigitalJB Marketing,Marketing Agency,"East Legon, Accra, Ghana",East-Legon,,,https://bafenya.wixsite.com/digitaljb,,https://ghanabusinessweb.com/accra-east_legon-advertising_agencies-digitaljb-16824.html,info@bafenya.wixsite.com,Pattern Generated,2026-04-04
InSource Marketing,Marketing Agency,"#8 Apple Street, American House, East Legon, Accra, Ghana",East-Legon,,,,,https://www.findglocal.com/GH/Accra/1556654834583736/InSource-Marketing,,N/A,2026-04-04
Eloquent Marketing Agency,Marketing Agency,"Accra, Ghana",East-Legon,,,,,https://gh.linkedin.com/company/eloquent-marketing-agency,,N/A,2026-04-04
EchoHouse,Marketing Agency,"East Legon, Accra, Ghana",East-Legon,+233 50 000 2461,+233 50 000 2461,https://www.theechohouse.com,,https://www.theechohouse.com/,info@theechohouse.com,Pattern Generated,2026-04-04
Aquity Media,Marketing Agency,"19th Banana Street, East Legon, Accra, Ghana",East-Legon,+233 24 585 9173,+233 24 585 9173,https://www.aquitymedia.com,,https://www.aquitymedia.com/,founders@aquitymedia.com,Pending Validation,2026-04-04
DMTCA Agency,Marketing Agency,"Accra, Ghana",East-Legon,,,https://dmtca.agency,,https://dmtca.agency/lets-connect.html,info@dmtca.agency,Pattern Generated,2026-04-04
Kobi's Events Center,Event Planning,"East Legon, Accra, Ghana",East-Legon,+233 24 634 1849,+233 57 111 3280,https://www.kobisevents.com,,https://www.kobisevents.com/contact,info@kobisevents.com,Pending Validation,2026-04-04
Sui Generis Events,Event Planning,"East Legon, Accra, Ghana",East-Legon,,,https://www.suigeneriseventsgh.com,,https://www.suigeneriseventsgh.com/contact/,info@suigeneriseventsgh.com,Pattern Generated,2026-04-04
Combos & Casa,Event Planning,"East Legon Hills, Accra, Ghana",East-Legon,,,https://comboscasa.com,,https://comboscasa.com/,info@comboscasa.com,Pending Validation,2026-04-04
East Legon Event Centre,Event Planning,"East Legon, Accra, Ghana",East-Legon,+233 20 022 0202,+233 20 022 0202,,,,,N/A,https://www.africabizinfo.com/GH/east-legon-event-centre-020-022-0202
The Wedding Planner Ltd,Event Planning,"Near American House, East Legon, Accra, Ghana",East-Legon,,,,,https://www.ghanabusinessweb.com/accra-east_legon-wedding_planners-the_wedding_planner_ltd-4425.html,,N/A,2026-04-04
Mask Events Management,Event Planning,"Accra, Ghana",East-Legon,,,,,https://www.ghanayello.com/company/9614/Mask_Events_Management,,N/A,2026-04-04
ObaPatt Events,Event Planning,"East Legon, Accra, Ghana",East-Legon,,,,,https://jiji.com.gh/east-legon/wedding-venues-and-services/event-planner-and-designer,,N/A,2026-04-04
Aura Designs,Interior Design,"Building 3, Boundary Road, East Legon, Accra, Ghana",East-Legon,+233 59 770 2468,+233 59 770 2468,https://www.auragh.studio,,https://www.auragh.studio/contact-us,aurads.accra@gmail.com,Pending Validation,2026-04-04
Black Park Interiors,Interior Design,"No. 86 Adjirigano Road, East Legon, Accra, Ghana",East-Legon,+233 27 743 0384,+233 27 743 0384,https://blackparkghana.com,,https://blackparkghana.com/pages/contact,info@blackparkghana.com,Pattern Generated,2026-04-04
Oasis Designs,Interior Design,"Accra, Ghana",East-Legon,,,https://oasisdesignsgh.com,,https://oasisdesignsgh.com/,info@oasisdesignsgh.com,Pattern Generated,2026-04-04
Euro Homes Group,Interior Design,"38 Jungle Avenue, East Legon, Accra, Ghana",East-Legon,+233 50 912 8484,+233 50 912 8484,https://eurohomesgroup.com,,https://eurohomesgroup.com/interior-design-in-accra-ghana/,info@eurohomesgroup.com,Pending Validation,2026-04-04
Keystone Architects,Interior Design,"19B Kinshasa Close, East Legon, Accra, Ghana",East-Legon,+233 30 393 7350,+233 30 393 7350,https://keystonegh.com,,http://keystonegh.com/contact.html,info@keystonearchitectsgh.com,Pending Validation,2026-04-04
Avaani Design,Interior Design,"Accra, Ghana",East-Legon,,,,,https://www.ghanayello.com/company/61342/Avaani_Design,,N/A,2026-04-04
Ampor Fro Interiors,Interior Design,"Accra, Ghana",East-Legon,,,https://amporfrointeriors.com,,https://amporfrointeriors.com/contacts/,info@amporfrointeriors.com,Pending Validation,2026-04-04
Lozza Decor,Interior Design,"79 Lagos Avenue, East Legon, Accra, Ghana",East-Legon,+233 55 537 7730,+233 55 537 7730,https://lozzadecor.com,,https://lozzadecor.com/,arch.yaman.basha@gmail.com,Pending Validation,2026-04-04
IKES Tutorial Center,Education,"East Legon, Trinity Junction, Accra, Ghana",East-Legon,,,,,https://www.schoolandcollegelistings.com/GH/Accra/674438812417434/IKES-Tutorial-Center,,N/A,2026-04-04
The AFEX Hub Ltd,Education,"24 Sunflower Street, East Legon, Accra, Ghana",East-Legon,,,,,https://www.findglocal.com/GH/Accra/1476639529144791/The-AFEX-Hub-Ltd.,,N/A,2026-04-04
Elican School,Education,"East Legon, Accra, Ghana",East-Legon,,,https://elicanschool.com,,https://elicanschool.com/,info@elicanschool.com,Pattern Generated,2026-04-04
The Eden School,Education,"East Legon, Accra, Ghana",East-Legon,,,,,https://www.facebook.com/theedensch/,,N/A,2026-04-04
Home Tutors Ghana,Education,"East Legon, Accra, Ghana",East-Legon,,,https://hometutorsgh.com,,https://hometutorsgh.com/,info@hometutorsgh.com,Pending Validation,2026-04-04
Lotus International School,Education,"East Legon, Accra, Ghana",East-Legon,,,https://lotus.edu.gh,,https://lotus.edu.gh/,info@lotus.edu.gh,Pattern Generated,2026-04-04
IPMC Training,Education,"East Legon, Accra, Ghana",East-Legon,,,https://ipmctraining.com,,https://ipmctraining.com/contact.html,info@ipmctraining.com,Pattern Generated,2026-04-04
