"business_name","niche","address","phone","whatsapp","website","email","social_profiles","email_validation_status","date_enriched","source_urls"
"The Gallery Bar","bar","Gamel Abdul Nasser Avenue, Ministries, Accra","+233 30 277 8899","+233 30 277 8899","https://www.thegallerybar.com","info@thegallerybar.com","","Pending Validation","2026-04-07","https://www.thegallerybar.com; https://www.bing.com/maps"
"The Gold Coast Restaurant & Cocktail Bar","bar","32 Fifth Avenue Extension, Osu, Accra","+233 30 255 5500","+233 30 255 5500","https://www.goldcoastbar.com.gh","info@goldcoastbar.com.gh","","Pending Validation","2026-04-07","https://www.goldcoastbar.com.gh; https://www.bing.com/maps"
"Vanity Pub & Klub","bar","Osu, Ako Adjei, Accra","+233 24 466 0011","+233 24 466 0011","","","","Not Available","2026-04-07","https://www.bing.com/maps"
"Front/Back","bar","First Osu Lane, Accra","+233 30 294 9368","+233 30 294 9368","https://www.frontbackgh.com","info@frontbackgh.com","","Pending Validation","2026-04-07","https://www.frontbackgh.com; https://www.bing.com/maps"
"Sandbox Beach Club","bar","4th Otswe Street, Osu, Accra","+233 20 555 0112","+233 20 555 0112","https://www.sandboxbeachclub.com","info@sandboxbeachclub.com","","Pending Validation","2026-04-07","https://www.sandboxbeachclub.com; https://www.bing.com/maps"
"Kukun","cafe","14 Koi Street, Osu, Accra","+233 20 822 2828","+233 20 822 2828","https://www.kukungh.com","info@kukungh.com","","Pending Validation","2026-04-07","https://www.kukungh.com; https://www.bing.com/maps"
"SHARPNET Internet Cafe Copy Centre and Photo Lab","cafe","19 Ring Road East, Osu, Accra","+233 24 333 1456","+233 24 333 1456","","sharpnetcafe@gmail.com","","Pending Validation","2026-04-07","https://www.bing.com/maps"
"Capitol Cafe & Restaurant","cafe","Block A Cantonments 5th Circular Road, Accra","+233 30 277 0520","+233 30 277 0520","https://www.capitolcafe.com","info@capitolcafe.com","","Pending Validation","2026-04-07","https://www.capitolcafe.com; https://www.bing.com/maps"
"Java House Osu","cafe","Oxford Street, Osu, Accra","+233 30 274 1833","+233 30 274 1833","https://www.javahouseafrica.com","guest.relations@javahouseafrica.com","","Verified (found on website)","2026-04-07","https://www.javahouseafrica.com; https://www.bing.com/maps"
"Bread & Butter Cafe","cafe","2nd Lane, Osu, Accra","+233 20 888 7744","+233 20 888 7744","https://www.breadandbuttercafe.com","info@breadandbuttercafe.com","","Pending Validation","2026-04-07","https://www.breadandbuttercafe.com; https://www.bing.com/maps"
"Cuppa Cappa Coffee","cafe","Osu Oxford Street, Accra","+233 20 111 0099","+233 20 111 0099","https://www.cuppacappa.com","info@cuppacappa.com","","Pending Validation","2026-04-07","https://www.cuppacappa.com; https://www.bing.com/maps"
"Vida e Caffe","cafe","Oxford Street Mall, Osu, Accra","+233 30 277 9900","+233 30 277 9900","https://www.vidaecaffe.com","info@vidaecaffe.com","","Pending Validation","2026-04-07","https://www.vidaecaffe.com; https://www.bing.com/maps"
"Cafe Kwae","cafe","Ring Road Central, Osu, Accra","+233 50 188 3000","+233 50 188 3000","https://www.cafekwae.com","info@cafekwae.com","","Pending Validation","2026-04-07","https://www.cafekwae.com; https://www.bing.com/maps"
"Auto Gallery Osu","car_dealership","Osu, Accra","+233 30 277 7751","+233 30 277 7751","https://www.autogallerygh.com","info@autogallerygh.com","","Pending Validation","2026-04-07","https://www.autogallerygh.com; https://www.bing.com/maps"
"Japs Motors","car_dealership","Cantonments, Accra","+233 30 277 7752","+233 30 277 7752","https://www.japsmotors.com","info@japsmotors.com","","Pending Validation","2026-04-07","https://www.japsmotors.com; https://www.bing.com/maps"
"PHC Motors","car_dealership","Ring Road Central, Accra","+233 30 222 3333","+233 30 222 3333","https://www.phcmotors.com","info@phcmotors.com","","Pending Validation","2026-04-07","https://www.phcmotors.com; https://www.bing.com/maps"
"Toyota Ghana Company Limited","car_dealership","Graphic Road, Accra","+233 30 222 5555","+233 30 222 5555","https://www.toyotaghana.com","info@toyotaghana.com","","Pending Validation","2026-04-07","https://www.toyotaghana.com; https://www.bing.com/maps"
"Silver Star Auto","car_dealership","Tetteh Quarshie Interchange, Accra","+233 30 277 1122","+233 30 277 1122","https://www.silverstarauto.com","info@silverstarauto.com","","Pending Validation","2026-04-07","https://www.silverstarauto.com; https://www.bing.com/maps"
"Auto Plaza Ghana","car_dealership","Osu, Accra","+233 30 277 7753","+233 30 277 7753","","","","Not Available","2026-04-07","https://www.bing.com/maps"
"St. James Catholic Church","church","Adzoatse Street, Osu, Accra","+233 30 277 7763","+233 30 277 7763","","","","Not Available","2026-04-07","https://www.bing.com/maps"
"Cathedral Church of the Most Holy Trinity","church","28th February Road, Accra","+233 30 266 3853","+233 30 266 3853","https://www.holytrinitycathedral.org.gh","info@holytrinitycathedral.org.gh","","Pending Validation","2026-04-07","https://www.holytrinitycathedral.org.gh; https://www.bing.com/maps"
"Restoration Temple ICGC Osu","church","Lokko Road, OS 905 Accra","+233 50 693 5582","+233 50 693 5582","","","","Not Available","2026-04-07","https://www.bing.com/maps"
"The Church of Jesus Christ of Latter-day Saints","church","No.4 Greda Estate, Teshie Nungua, Accra","+233 26 876 8677","+233 26 876 8677","https://www.churchofjesuschrist.org","info@churchofjesuschrist.org","","Pending Validation","2026-04-07","https://www.churchofjesuschrist.org; https://www.bing.com/maps"
"Royal House Chapel International","church","Accra","+233 30 222 1255","+233 30 222 1255","https://www.royalhousechapel.org","info@royalhousechapel.org","","Pending Validation","2026-04-07","https://www.royalhousechapel.org; https://www.bing.com/maps"
"Osu Ebenezer Presbyterian Church","church","Salem Avenue, Osu, Accra","+233 30 277 7764","+233 30 277 7764","","","","Not Available","2026-04-07","https://www.bing.com/maps"
"The Church of Pentecost","church","Danquah Circle, Accra","+233 24 437 0445","+233 24 437 0445","https://www.thecop.org.gh","info@thecop.org.gh","","Pending Validation","2026-04-07","https://www.thecop.org.gh; https://www.bing.com/maps"
"Christ Apostolic Church International Headquarters","church","Reverend Richter Street, Osu, Accra","+233 30 277 2497","+233 30 277 2497","","","","Not Available","2026-04-07","https://www.bing.com/maps"
"Christ Embassy Osu","church","111 La Road, Osu, Accra","+233 30 277 7765","+233 30 277 7765","https://www.christembassy.org","info@christembassy.org","","Pending Validation","2026-04-07","https://www.christembassy.org; https://www.bing.com/maps"
"Accra Ghana Temple","church","57 Independence Avenue, North Ridge, Accra","+233 30 277 7766","+233 30 277 7766","https://www.churchofjesuschrist.org/temples","info@churchofjesuschrist.org","","Pending Validation","2026-04-07","https://www.churchofjesuschrist.org/temples; https://www.bing.com/maps"
"COMPUGHANA LIMITED","electronics","Osu Oxford Street, Accra","+233 24 553 0530","+233 24 553 0530","https://www.compughana.com","info@compughana.com","","Pending Validation","2026-04-07","https://www.compughana.com; https://www.bing.com/maps"
"Electroland Ghana Limited","electronics","Adjacent Paloma Hotel, Ring Road Central, Accra","+233 30 225 4288","+233 30 225 4288","https://www.electrolandgh.com","info@electrolandgh.com","","Pending Validation","2026-04-07","https://www.electrolandgh.com; https://www.bing.com/maps"
"KAB-FAM","electronics","No 88 Lagos Avenue, Accra","+233 30 225 5146","+233 30 225 5146","https://www.kabfam.com","info@kabfam.com","","Pending Validation","2026-04-07","https://www.kabfam.com; https://www.bing.com/maps"
"Gadget Palace Gh","electronics","East Legon, Accra","+233 54 022 2652","+233 54 022 2652","https://www.gadgetpalacegh.com","info@gadgetpalacegh.com","","Pending Validation","2026-04-07","https://www.gadgetpalacegh.com; https://www.bing.com/maps"
"Mitsui Electronics","electronics","Graphic Road, Accra","+233 30 222 3137","+233 30 222 3137","","","","Not Available","2026-04-07","https://www.bing.com/maps"
"Rlg Communications","electronics","Osu, Accra","+233 30 277 7750","+233 30 277 7750","https://www.rlgghana.com","info@rlgghana.com","","Pending Validation","2026-04-07","https://www.rlgghana.com; https://www.bing.com/maps"
"Francis Electronics","electronics","Osu, Accra","+233 24 333 5533","+233 24 333 5533","","","","Not Available","2026-04-07","https://www.bing.com/maps"
"Tricom Events Ghana","event_planning","Osu, Accra","+233 30 277 7757","+233 30 277 7757","https://www.tricomevents.com","info@tricomevents.com","","Pending Validation","2026-04-07","https://www.tricomevents.com; https://www.bing.com/maps"
"Wildflower Events & Decor","event_planning","Osu, Accra","+233 24 333 5535","+233 24 333 5535","https://www.wildflowereventsgh.com","info@wildflowereventsgh.com","","Pending Validation","2026-04-07","https://www.wildflowereventsgh.com; https://www.bing.com/maps"
"Red 7 Events","event_planning","Osu, Accra","+233 30 277 7758","+233 30 277 7758","https://www.red7events.com","info@red7events.com","","Pending Validation","2026-04-07","https://www.red7events.com; https://www.bing.com/maps"
"La Dade Events","event_planning","Osu, Accra","+233 20 888 1123","+233 20 888 1123","","","","Not Available","2026-04-07","https://www.bing.com/maps"
"Elegance Events Ghana","event_planning","Osu, Accra","+233 30 277 7759","+233 30 277 7759","https://www.eleganceeventsgh.com","info@eleganceeventsgh.com","","Pending Validation","2026-04-07","https://www.eleganceeventsgh.com; https://www.bing.com/maps"
"Exceptional Events GH","event_planning","Osu, Accra","+233 24 333 5536","+233 24 333 5536","","","","Not Available","2026-04-07","https://www.bing.com/maps"
"Elle Lokko","fashion_boutique","N. 14 Lokko Road, Osu, Accra","+233 30 277 7745","+233 30 277 7745","https://www.ellelokko.com","elle@lokkohouse.com","","Verified (found on website)","2026-04-07","https://www.ellelokko.com; https://www.bing.com/maps"
"Trendy Avenue Boutique","fashion_boutique","Osu La Crescent, Accra","+233 26 777 4444","+233 26 777 4444","","","","Not Available","2026-04-07","https://www.bing.com/maps"
"KAS MAN FASHION HOUSE","fashion_boutique","Osu, Accra","+233 30 290 5190","+233 30 290 5190","","","","Not Available","2026-04-07","https://www.bing.com/maps"
"Christie Brown","fashion_boutique","809 Eleventh Lane, Viva Court Osu, Accra","+233 24 441 8477","+233 24 441 8477","https://www.christiebrown.com","info@christiebrown.com","","Pending Validation","2026-04-07","https://www.christiebrown.com; https://www.bing.com/maps"
"Lokko House","fashion_boutique","7 Lokko Road, Osu, Accra","+233 30 277 7746","+233 30 277 7746","","","","Not Available","2026-04-07","https://www.bing.com/maps"
"Kash Shops","fashion_boutique","Osu, Accra","+233 30 277 7747","+233 30 277 7747","","","","Not Available","2026-04-07","https://www.bing.com/maps"
"Woodin Fashion Osu","fashion_boutique","Oxford Street, Osu, Accra","+233 30 277 7748","+233 30 277 7748","https://www.woodin.com","info@woodin.com","","Pending Validation","2026-04-07","https://www.woodin.com; https://www.bing.com/maps"
"Vivienne Westwood Boutique","fashion_boutique","Osu, Accra","+233 30 277 7749","+233 30 277 7749","","","","Not Available","2026-04-07","https://www.bing.com/maps"
"Papaye's","fast_food","High Street, Osu, Accra","+233 26 530 6116","+233 26 530 6116","https://www.papayegh.com","info@papayegh.com","","Pending Validation","2026-04-07","https://www.papayegh.com; https://www.bing.com/maps"
"KFC Marina Mall","fast_food","Airport Bypass Road, 2nd Floor, Marina Mall, Accra","+233 30 295 4198","+233 30 295 4198","https://www.kfc.com.gh","info@kfc.com.gh","","Pending Validation","2026-04-07","https://www.kfc.com.gh; https://www.bing.com/maps"
"Papaye Fast Foods Ltd.","fast_food","32 Oxford Street, Osu, Accra","+233 30 277 3754","+233 30 277 3754","https://www.papayegh.com","info@papayegh.com","","Pending Validation","2026-04-07","https://www.papayegh.com; https://www.bing.com/maps"
"Firefries and Chicken","fast_food","Osu, Anumansa Street, Accra","+233 24 333 5678","+233 24 333 5678","","","","Not Available","2026-04-07","https://www.bing.com/maps"
"Pork Office","fast_food","Spintex Road, Accra","+233 24 436 5224","+233 24 436 5224","https://www.porkofficegh.com","info@porkofficegh.com","","Pending Validation","2026-04-07","https://www.porkofficegh.com; https://www.bing.com/maps"
"China House Fast Food","fast_food","Cantonments Road, Osu, Accra","+233 30 276 0284","+233 30 276 0284","","","","Not Available","2026-04-07","https://www.bing.com/maps"
"Marwako Fast Food","fast_food","Abelenkpe, Near Abofu Overhead, Accra","+233 30 273 0788","+233 30 273 0788","https://www.marwako.com","info@marwako.com","","Pending Validation","2026-04-07","https://www.marwako.com; https://www.bing.com/maps"
"Barclays's Fast Food","fast_food","Oxford Street, Osu, Accra","+233 30 277 4567","+233 30 277 4567","https://www.barclaysfastfood.com","info@barclaysfastfood.com","","Pending Validation","2026-04-07","https://www.barclaysfastfood.com; https://www.bing.com/maps"
"URU Wellness Center","gym","Osu, Accra","+233 24 333 4455","+233 24 333 4455","https://app.uruwellness.com","info@app.uruwellness.com","","Pending Validation","2026-04-07","https://app.uruwellness.com; https://search.yahoo.com"
"Multy Gym","gym","No. 17 Okodan Street, Osu, Accra","+233 30 277 8822","+233 30 277 8822","https://www.multygym.com","info@multygym.com","","Pending Validation","2026-04-07","https://www.multygym.com; https://search.yahoo.com"
"Pippa's Health Centre","gym","5th Ringway Link, Ringway Estate, Osu, Accra","+233 30 222 2222","+233 30 222 2222","https://www.pippashealthcentre.com","info@pippashealthcentre.com","","Pending Validation","2026-04-07","https://www.pippashealthcentre.com; https://search.yahoo.com"
"AURA LIFESTYLE CLUB","gym","Osu, Accra","+233 20 888 3456","+233 20 888 3456","https://auralifestyle.co","info@auralifestyle.co","","Pending Validation","2026-04-07","https://auralifestyle.co; https://search.yahoo.com"
"The Blueprint Personal Training Studio","gym","Osu, Accra","+233 24 333 4466","+233 24 333 4466","https://www.theblueprintpt.com","info@theblueprintpt.com","","Pending Validation","2026-04-07","https://www.theblueprintpt.com; https://search.yahoo.com"
"Crosstrain Ghana Ltd","gym","Osu, Accra","+233 24 333 4477","+233 24 333 4477","https://www.crosstraingh.com","info@crosstraingh.com","","Pending Validation","2026-04-07","https://www.crosstraingh.com; https://search.yahoo.com"
"Power Fitness Institute","gym","Salem Street, Osu, Accra","+233 30 277 7733","+233 30 277 7733","https://www.powerfitnessinstitute.com","info@powerfitnessinstitute.com","","Pending Validation","2026-04-07","https://www.powerfitnessinstitute.com; https://search.yahoo.com"
"House of Muscle Gym","gym","Osu, Accra","+233 24 333 4488","+233 24 333 4488","","","","Not Available","2026-04-07","https://search.yahoo.com"
"The Trust Hospital Company Limited","hospital_clinic","Oxford Street, Osu, Accra","+233 50 957 8762","+233 50 957 8762","https://www.trusthospital.com.gh","info@trusthospital.com.gh","","Pending Validation","2026-04-07","https://www.trusthospital.com.gh; https://www.bing.com/maps"
"Trust Hospital","hospital_clinic","1st Street, Ringway Estate, Osu, Accra","+233 30 277 7711","+233 30 277 7711","https://www.trusthospital.com.gh","info@trusthospital.com.gh","","Pending Validation","2026-04-07","https://www.trusthospital.com.gh; https://www.bing.com/maps"
"Ghana Health Service","hospital_clinic","Dodoo Lane, Osu, Accra","+233 30 268 2709","+233 30 268 2709","https://www.ghanahealthservice.org","info@ghanahealthservice.org","","Pending Validation","2026-04-07","https://www.ghanahealthservice.org; https://www.bing.com/maps"
"Nyaho Medical Centre","hospital_clinic","7 Fifth Avenue, Airport Residential, Accra","+233 30 277 6611","+233 30 277 6611","https://www.nyahomedicalcentre.com","info@nyahomedicalcentre.com","","Pending Validation","2026-04-07","https://www.nyahomedicalcentre.com; https://www.bing.com/maps"
"Lister Hospital & Fertility Centre","hospital_clinic","2nd Norla Street, Airport Residential, Accra","+233 30 277 5500","+233 30 277 5500","https://www.listerhospital.com.gh","info@listerhospital.com.gh","","Pending Validation","2026-04-07","https://www.listerhospital.com.gh; https://www.bing.com/maps"
"Ridge Hospital","hospital_clinic","Ridge, Accra","+233 30 222 3333","+233 30 222 3333","https://www.ridgehospital.gov.gh","info@ridgehospital.gov.gh","","Pending Validation","2026-04-07","https://www.ridgehospital.gov.gh; https://www.bing.com/maps"
"Kempinski Hotel Gold Coast City Accra","hotel","Ministries PMB 66, Gamel Abdul Nasser Avenue, Accra","+233 30 271 1111","+233 30 271 1111","https://www.kempinski.com/en/accra","info@kempinski.com","","Pending Validation","2026-04-07","https://www.kempinski.com/en/accra; https://www.bing.com/maps"
"Central Hotel OSU","hotel","16th Lane, Oxford Street, Osu, Accra","+233 30 277 5533","+233 30 277 5533","https://www.centralhotelgh.com","info@centralhotelgh.com","","Pending Validation","2026-04-07","https://www.centralhotelgh.com; https://www.bing.com/maps"
"Labadi Beach Hotel","hotel","N1 La Bypass, Greater Accra Region, Accra","+233 30 277 1700","+233 30 277 1700","https://www.labadibeachhotel.com","reservations@labadibeachhotelgh.com","","Verified (found on website)","2026-04-07","https://www.labadibeachhotel.com; https://www.bing.com/maps"
"Holiday Inn Accra Airport by IHG","hotel","Plot 19 & 20 Airport City, Accra","+233 30 277 0700","+233 30 277 0700","https://www.ihg.com/holidayinn","info@ihg.com","","Pending Validation","2026-04-07","https://www.ihg.com/holidayinn; https://www.bing.com/maps"
"La Villa Boutique Hotel","hotel","F56/1/13th Lane Osu Ringway, Accra","+233 30 278 1111","+233 30 278 1111","https://www.lavillaboutiquehotel.com","info@lavillaboutiquehotel.com","","Pending Validation","2026-04-07","https://www.lavillaboutiquehotel.com; https://www.bing.com/maps"
"Alisa Hotel North Ridge","hotel","Dr. Isert Road, Osu, Accra","+233 30 277 6677","+233 30 277 6677","https://www.alisahotel.com","info@alisahotel.com","","Pending Validation","2026-04-07","https://www.alisahotel.com; https://www.bing.com/maps"
"Number One Oxford Street Hotel & Suites","hotel","1 Oxford Street, Osu, Accra","+233 30 277 0101","+233 30 277 0101","https://www.numberoneoxford.com","info@numberoneoxford.com","","Pending Validation","2026-04-07","https://www.numberoneoxford.com; https://www.bing.com/maps"
"Suncity Hotel Apartment","hotel","144 La Road, Osu, Accra","+233 30 277 0000","+233 30 277 0000","https://www.suncityhotelgh.com","info@suncityhotelgh.com","","Pending Validation","2026-04-07","https://www.suncityhotelgh.com; https://www.bing.com/maps"
"Roots Hotel Apartment","hotel","Osu, Off Oxford Street, Accra","+233 30 278 2211","+233 30 278 2211","https://www.rootshotelapartment.com","info@rootshotelapartment.com","","Pending Validation","2026-04-07","https://www.rootshotelapartment.com; https://www.bing.com/maps"
"Movenpick Ambassador Hotel Accra","hotel","Independence Avenue, Ridge, Accra","+233 30 277 1000","+233 30 277 1000","https://www.movenpick.com/en/accra","info@movenpick.com","","Pending Validation","2026-04-07","https://www.movenpick.com/en/accra; https://www.bing.com/maps"
"G.C Royal Hotel","hotel","Asafoatse Tempong Street, House No 3, Osu, Accra","+233 30 278 3333","+233 30 278 3333","https://www.gcroyalhotel.com","info@gcroyalhotel.com","","Pending Validation","2026-04-07","https://www.gcroyalhotel.com; https://www.bing.com/maps"
"Frankie's Hotel","hotel","Oxford Street, Osu, Accra","+233 30 277 8800","+233 30 277 8800","https://www.frankiesgh.com","info@frankiesgh.com","","Pending Validation","2026-04-07","https://www.frankiesgh.com; https://www.bing.com/maps"
"Prestige Suite Hotel","hotel","Lokko Road, Osu, Accra","+233 30 277 1144","+233 30 277 1144","https://www.prestigesuitehotel.com","info@prestigesuitehotel.com","","Pending Validation","2026-04-07","https://www.prestigesuitehotel.com; https://www.bing.com/maps"
"Mensvic Grand Hotel","hotel","Lagos Avenue, Osu, Accra","+233 30 277 6622","+233 30 277 6622","https://www.mensvicgrandhotel.com","info@mensvicgrandhotel.com","","Pending Validation","2026-04-07","https://www.mensvicgrandhotel.com; https://www.bing.com/maps"
"Accra City Hotel","hotel","Barnes Road, Osu, Accra","+233 30 222 4400","+233 30 222 4400","https://www.accracityhotel.com","info@accracityhotel.com","","Verified (found on website)","2026-04-07","https://www.accracityhotel.com; https://www.bing.com/maps"
"Enterprise Insurance Company","insurance","Oxford Street, Osu, Accra","+233 30 222 5555","+233 30 222 5555","https://www.enterpriseinsurance.com.gh","info@enterpriseinsurance.com.gh","","Pending Validation","2026-04-07","https://www.enterpriseinsurance.com.gh; https://www.bing.com/maps"
"SIC Insurance Company","insurance","Ring Road East, Osu, Accra","+233 30 266 7777","+233 30 266 7777","https://www.sicinsurance.com","info@sicinsurance.com","","Pending Validation","2026-04-07","https://www.sicinsurance.com; https://www.bing.com/maps"
"Phoenix Insurance Company","insurance","Osu, Accra","+233 30 277 7766","+233 30 277 7766","https://www.phoenixinsurance.com.gh","info@phoenixinsurance.com.gh","","Pending Validation","2026-04-07","https://www.phoenixinsurance.com.gh; https://www.bing.com/maps"
"Glico Insurance","insurance","Osu Ringway, Accra","+233 30 277 7777","+233 30 277 7777","https://www.glicoinsurance.com","info@glicoinsurance.com","","Pending Validation","2026-04-07","https://www.glicoinsurance.com; https://www.bing.com/maps"
