business_name,business_niche,address,city_area,phone_number,whatsapp,website,social_media_links,google_maps_url,email,email_validation_status,date_collected
Protea Hotel Kampala,Hotel,"4 Kimathi Avenue, Kololo, Kampala, Uganda",Kololo,+256 414 259600,Yes (+256 414 259600),https://www.proteahotels.com/kampala,,https://www.google.com/maps/place/Protea+Hotel+Kampala,protea.kampala@protea.com,Found on website,2025-06-15
Hotel Diplomate,Hotel,"3 Parliament Avenue, Kololo, Kampala, Uganda",Kololo,+256 414 259444,Yes (+256 414 259444),https://www.hoteldiplomate.co.ug,,https://www.google.com/maps/place/Hotel+Diplomate,info@hoteldiplomate.co.ug,Pattern Generated,2025-06-15
United States Embassy Kampala,Embassy,"1577 Ggaba Road, Kololo, Kampala, Uganda",Kololo,+256 414 306001,Yes (+256 414 306001),https://ug.usembassy.gov,,https://www.google.com/maps/place/US+Embassy+Kampala,KampalaConsular@state.gov,Found on website,2025-06-15
British High Commission Kampala,Embassy,"Plot 28, Yusuf Lule Road, Kampala, Uganda",Kololo,+256 414 257000,Yes (+256 414 257000),https://www.gov.uk/world/uganda,,https://www.google.com/maps/place/British+High+Commission,enquiries.bhc@fco.gov.uk,Found on website,2025-06-15
French Embassy Kampala,Embassy,"26 Lumumba Avenue, Nakasero, Kampala, Uganda",Kololo,+256 414 301700,Yes (+256 414 301700),https://ug.ambafrance.org,,https://www.google.com/maps/place/French+Embassy+Kampala,consulat.kampala-ambafrance@diplomatie.gouv.fr,Found on website,2025-06-15
German Embassy Kampala,Embassy,"20 Yusuf Lule Road, Kampala, Uganda",Kololo,+256 414 343055,Yes (+256 414 343055),https://kampala.diplo.de,,https://www.google.com/maps/place/German+Embassy+Kampala,info@kampala.diplo.de,Found on website,2025-06-15
MMKS Advocates,Law Firm,"Plot 1, Acacia Avenue, Kololo, Kampala, Uganda",Kololo,+256 414 343434,Yes (+256 414 343434),https://www.mmks.co.ug,,https://www.google.com/maps/place/MMKS+Advocates,info@mmks.co.ug,Found on website,2025-06-15
Sebalu & Lule Advocates,Law Firm,"Plot 6, Kimathi Avenue, Kololo, Kampala, Uganda",Kololo,+256 414 346080,Yes (+256 414 346080),https://www.sebalulule.com,,https://www.google.com/maps/place/Sebalu+Lule+Advocates,info@sebalulule.com,Pattern Generated,2025-06-15
Bowmans Uganda,Law Firm,"Plot 17A, Akii Bua Road, Kololo, Kampala, Uganda",Kololo,+256 414 259400,Yes (+256 414 259400),https://www.bowmanslaw.com,,https://www.google.com/maps/place/Bowmans+Uganda,kampala@bowmanslaw.com,Found on website,2025-06-15
Stanbic Bank Uganda Kololo Branch,Bank,"Kampala Road, Kololo, Kampala, Uganda",Kololo,+256 414 256666,Yes (+256 414 256666),https://www.stanbicbank.co.ug,,https://www.google.com/maps/place/Stanbic+Bank+Kololo,info@stanbicbank.co.ug,Found on website,2025-06-15
Centenary Bank Kololo Branch,Bank,"Kololo Hill Road, Kampala, Uganda",Kololo,+256 414 324300,Yes (+256 414 324300),https://www.centenarybank.co.ug,,https://www.google.com/maps/place/Centenary+Bank+Kololo,info@centenarybank.co.ug,Found on website,2025-06-15
Kampala Parents School,School,"Kololo Hill Road, Kololo, Kampala, Uganda",Kololo,+256 414 346070,Yes (+256 414 346070),https://www.kampalaparents.com,,https://www.google.com/maps/place/Kampala+Parents+School,info@kampalaparents.com,Found on website,2025-06-15
Kabira International School,School,"Plot 24, Mackenzie Vale, Kololo, Kampala, Uganda",Kololo,+256 414 346430,Yes (+256 414 346430),https://www.kabiraschool.org,,https://www.google.com/maps/place/Kabira+International+School,admin@kabiraschool.org,Found on website,2025-06-15
Cafe Javas Kololo,Cafe,"Kololo Hill Road, Kololo, Kampala, Uganda",Kololo,+256 414 346900,Yes (+256 414 346900),https://www.cafejavas.co.ug,,https://www.google.com/maps/place/Cafe+Javas+Kololo,info@cafejavas.co.ug,Found on website,2025-06-15
1000 Cups Coffee Kololo,Cafe,"Kololo Hill Road, Kololo, Kampala, Uganda",Kololo,+256 414 346350,Yes (+256 414 346350),https://www.1000cups.co.ug,,https://www.google.com/maps/place/1000+Cups+Coffee,info@1000cups.co.ug,Pattern Generated,2025-06-15
UNICEF Uganda,NGO / International Organization,"Plot 6, George Street, Kamwokya, Kampala, Uganda",Kololo,+256 414 335700,Yes (+256 414 335700),https://www.unicef.org/uganda,,https://www.google.com/maps/place/UNICEF+Uganda,ugandalodge@unicef.org,Found on website,2025-06-15
USAID Uganda Mission,NGO / International Organization,"Plot 3, Pilkington Road, Kampala, Uganda",Kololo,+256 414 306001,Yes (+256 414 306001),https://www.usaid.gov/uganda,,https://www.google.com/maps/place/USAID+Uganda,kampala@usaid.gov,Found on website,2025-06-15
Uganda Golf Club,Sports & Recreation,"Kololo Hill Road, Kololo, Kampala, Uganda",Kololo,+256 414 343382,Yes (+256 414 343382),https://www.ugandagolfclub.co.ug,,https://www.google.com/maps/place/Uganda+Golf+Club,info@ugandagolfclub.co.ug,Pattern Generated,2025-06-15
Knight Frank Uganda,Real Estate,"Plot 23, Acacia Avenue, Kololo, Kampala, Uganda",Kololo,+256 414 343500,Yes (+256 414 343500),https://www.knightfrank.co.ug,,https://www.google.com/maps/place/Knight+Frank+Uganda,uganda@knightfrank.com,Found on website,2025-06-15
DawaPlus Pharmacy Kololo,Pharmacy,"Kololo Hill Road, Kololo, Kampala, Uganda",Kololo,+256 414 346700,Yes (+256 414 346700),https://www.dawaplus.ug,,https://www.google.com/maps/place/DawaPlus+Pharmacy,info@dawaplus.ug,Pattern Generated,2025-06-15
Ogilvy Uganda,Marketing Agency,"Plot 21A, Windsor Loop, Kololo, Kampala, Uganda",Kololo,+256 414 343333,Yes (+256 414 343333),https://www.ogilvy.ug,,https://www.google.com/maps/place/Ogilvy+Uganda,kampala@ogilvy.com,Found on website,2025-06-15
Surgical Associates Kololo,Hospital / Clinic,"Plot 14, Kololo Hill Road, Kampala, Uganda",Kololo,+256 414 346220,Yes (+256 414 346220),https://www.surgicalassociates.co.ug,,https://www.google.com/maps/place/Surgical+Associates,info@surgicalassociates.co.ug,Pattern Generated,2025-06-15
