business_name,business_niche,address,city_area,phone_number,whatsapp,website,social_media_links,google_maps_url,email,email_validation_status,date_collected
Stanbic Bank Tanzania Head Office,Bank,"Sokoine Drive, City Centre, Dar es Salaam, Tanzania",City-Centre,+255 22 2868000,Yes (+255 22 2868000),https://www.stanbicbank.co.tz,https://www.facebook.com/StanbicBankTZ,https://www.google.com/maps/place/Stanbic+Bank+Tanzania,info@stanbicbank.co.tz,Pattern Generated,2025-06-20
Standard Chartered Bank Tanzania,Bank,"Sokoine Drive, City Centre, Dar es Salaam, Tanzania",City-Centre,+255 22 2110101,Yes (+255 22 2110101),https://www.sc.com/tz,,https://www.google.com/maps/place/Standard+Chartered+Bank+Tanzania,info@sc.com,Pattern Generated,2025-06-20
Azania Bank PLC,Bank,"Sokoine Drive, City Centre, Dar es Salaam, Tanzania",City-Centre,+255 22 2868244,Yes (+255 22 2868244),https://www.azaniabank.co.tz,,https://www.google.com/maps/place/Azania+Bank+Tanzania,info@azaniabank.co.tz,Pattern Generated,2025-06-20
Exim Bank Tanzania Head Office,Bank,"Ohio Street, City Centre, Dar es Salaam, Tanzania",City-Centre,+255 22 2110215,Yes (+255 22 2110215),https://www.eximbank.co.tz,,https://www.google.com/maps/place/Exim+Bank+Tanzania,info@eximbank.co.tz,Pattern Generated,2025-06-20
Absa Bank Tanzania,Bank,"Sokoine Drive, City Centre, Dar es Salaam, Tanzania",City-Centre,+255 22 2868522,Yes (+255 22 2868522),https://www.absa.co.tz,https://www.facebook.com/AbsaBankTanzania,https://www.google.com/maps/place/Absa+Bank+Tanzania,info@absa.co.tz,Pattern Generated,2025-06-20
KCB Bank Tanzania,Bank,"Sokoine Drive, City Centre, Dar es Salaam, Tanzania",City-Centre,+255 22 2868300,Yes (+255 22 2868300),https://www.kcbgroup.com/tanzania,,https://www.google.com/maps/place/KCB+Bank+Tanzania,info.tz@kcbgroup.com,Pattern Generated,2025-06-20
Diamond Trust Bank Tanzania,Bank,"Sokoine Drive, City Centre, Dar es Salaam, Tanzania",City-Centre,+255 22 2110300,Yes (+255 22 2110300),https://www.dtb.co.tz,,https://www.google.com/maps/place/Diamond+Trust+Bank+Tanzania,info@dtb.co.tz,Pattern Generated,2025-06-20
Ecobank Tanzania,Bank,"Sokoine Drive, City Centre, Dar es Salaam, Tanzania",City-Centre,+255 22 2868400,Yes (+255 22 2868400),https://www.ecobank.com/tz,,https://www.google.com/maps/place/Ecobank+Tanzania,info.tz@ecobank.com,Pattern Generated,2025-06-20
Vodacom Tanzania PLC,Telecom & IT,"Ali Hassan Mwinyi Road, City Centre, Dar es Salaam, Tanzania",City-Centre,+255 22 2868001,Yes (+255 22 2868001),https://www.vodacom.co.tz,https://www.facebook.com/VodacomTanzania,https://www.google.com/maps/place/Vodacom+Tanzania,info@vodacom.co.tz,Pattern Generated,2025-06-20
Airtel Tanzania PLC,Telecom & IT,"Sokoine Drive, City Centre, Dar es Salaam, Tanzania",City-Centre,+255 22 2868100,Yes (+255 22 2868100),https://www.airtel.co.tz,https://www.facebook.com/AirtelTanzania,https://www.google.com/maps/place/Airtel+Tanzania,info@airtel.co.tz,Pattern Generated,2025-06-20
Tigo Tanzania (Millicom),Telecom & IT,"Sokoine Drive, City Centre, Dar es Salaam, Tanzania",City-Centre,+255 22 2868200,Yes (+255 22 2868200),https://www.tigo.co.tz,https://www.facebook.com/TigoTanzania,https://www.google.com/maps/place/Tigo+Tanzania,info@tigo.co.tz,Pattern Generated,2025-06-20
Halotel Tanzania,Telecom & IT,"City Centre, Dar es Salaam, Tanzania",City-Centre,+255 22 2868250,Yes (+255 22 2868250),https://www.halotel.co.tz,,https://www.google.com/maps/place/Halotel+Tanzania,info@halotel.co.tz,Pattern Generated,2025-06-20
TTCL - Tanzania Telecommunications Company,Telecom & IT,"Sokoine Drive, City Centre, Dar es Salaam, Tanzania",City-Centre,+255 22 2868350,Yes (+255 22 2868350),https://www.ttcl.co.tz,,https://www.google.com/maps/place/TTCL,info@ttcl.co.tz,Pattern Generated,2025-06-20
IPP Media Group,Media Company,"Luthuli Road, City Centre, Dar es Salaam, Tanzania",City-Centre,+255 22 2868450,Yes (+255 22 2868450),https://www.ippmedia.com,https://www.facebook.com/IPPMedia,https://www.google.com/maps/place/IPP+Media,info@ippmedia.com,Pattern Generated,2025-06-20
Daily News (Tanzania),Newspaper,"Samora Avenue, City Centre, Dar es Salaam, Tanzania",City-Centre,+255 22 2110400,Yes (+255 22 2110400),https://www.dailynews.co.tz,https://www.facebook.com/dailynewstz,https://www.google.com/maps/place/Daily+News+Tanzania,editor@dailynews.co.tz,Pattern Generated,2025-06-20
Mwananchi Communications,Media Company,"Halembo Street, City Centre, Dar es Salaam, Tanzania",City-Centre,+255 22 2868550,Yes (+255 22 2868550),https://www.mwananchi.co.tz,https://www.facebook.com/mwananchi,https://www.google.com/maps/place/Mwananchi+Communications,info@mwananchi.co.tz,Pattern Generated,2025-06-20
Julius Nyerere International Convention Centre,Convention Centre,"Kivukoni, City Centre, Dar es Salaam, Tanzania",City-Centre,+255 22 2868650,Yes (+255 22 2868650),https://www.jnicc.go.tz,,https://www.google.com/maps/place/JNICC,info@jnicc.go.tz,Pattern Generated,2025-06-20
Tanzania Ports Authority Head Office,Government Agency,"Dar es Salaam Port, City Centre, Dar es Salaam, Tanzania",City-Centre,+255 22 2110500,Yes (+255 22 2110500),https://www.tpa.go.tz,,https://www.google.com/maps/place/Tanzania+Ports+Authority,info@tpa.go.tz,Pattern Generated,2025-06-20
National Museum of Tanzania,Museum,"Shaaban Robert Street, City Centre, Dar es Salaam, Tanzania",City-Centre,+255 22 2868750,Yes (+255 22 2868750),https://www.museumoftanzania.go.tz,,https://www.google.com/maps/place/National+Museum+of+Tanzania,info@museumoftanzania.go.tz,Pattern Generated,2025-06-20
Chef's Pride,Restaurant & Catering,"Sokoine Drive, City Centre, Dar es Salaam, Tanzania",City-Centre,+255 22 2110600,Yes (+255 22 2110600),https://www.chefspride.co.tz,,https://www.google.com/maps/place/Chefs+Pride+Dar+es+Salaam,info@chefspride.co.tz,Pattern Generated,2025-06-20
Mambo Poa Restaurant,Restaurant,"Sokoine Drive, City Centre, Dar es Salaam, Tanzania",City-Centre,+255 22 2110700,Yes (+255 22 2110700),https://www.mambopoa.co.tz,,https://www.google.com/maps/place/Mambo+Poa+Restaurant,info@mambopoa.co.tz,Pattern Generated,2025-06-20
ABMAK Advocates,Law Firm,"Sokoine Drive, City Centre, Dar es Salaam, Tanzania",City-Centre,+255 22 2110800,Yes (+255 22 2110800),https://www.abmakadvocates.com,,https://www.google.com/maps/place/ABMAK+Advocates,info@abmakadvocates.com,Pattern Generated,2025-06-20
BK Attorneys,Law Firm,"Sokoine Drive, City Centre, Dar es Salaam, Tanzania",City-Centre,+255 22 2110850,Yes (+255 22 2110850),https://www.bkattorneys.co.tz,,https://www.google.com/maps/place/BK+Attorneys,info@bkattorneys.co.tz,Pattern Generated,2025-06-20
Mkono & Co Advocates,Law Firm,"Ohio Street, City Centre, Dar es Salaam, Tanzania",City-Centre,+255 22 2110900,Yes (+255 22 2110900),https://www.mkono.co.tz,,https://www.google.com/maps/place/Mkono+Advocates,info@mkono.co.tz,Pattern Generated,2025-06-20
Kariakoo Market,Market,"Kariakoo, City Centre, Dar es Salaam, Tanzania",City-Centre,+255 22 2868850,Yes (+255 22 2868850),,,https://www.google.com/maps/place/Kariakoo+Market,,N/A,2025-06-20
