business_name,business_niche,address,city_area,phone_number,whatsapp,website,social_media_links,google_maps_url,email,email_validation_status,date_collected
The Pub,restaurants,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Le Must Family Restaurant,restaurants,"Tetteh Quarshie Road, Accra",Airport-Residential,,,,,OpenStreetMap/Nominatim,,N/A,2026-04-05
Starbites Dzorwulu,restaurants,"George Bush Highway, Dzorwulu, Accra",Airport-Residential,,,,,OpenStreetMap/Nominatim,,N/A,2026-04-05
Chop Italy,restaurants,"Kwame Nkrumah Motorway, Accra",Airport-Residential,,,,,OpenStreetMap/Nominatim,,N/A,2026-04-05
Barcelos,restaurants,,Airport-Residential,+23320435580,+23320435580,,,OpenStreetMap,,N/A,2026-04-05
Royal Rose,restaurants,"Tetteh Quarshie Road, Accra",Airport-Residential,,,,,OpenStreetMap/Nominatim,,N/A,2026-04-05
D Cafe,cafes,"Volta Road, Airport Residential Area, Dzorwulu, Accra",Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Café Kwae,cafes,"Airport Square, Accra",Airport-Residential,+233 20 400-4010,+233 20 400-4010,https://www.lovecafekwae.com/,,OpenStreetMap,info@lovecafekwae.com,Pattern Generated,2026-04-05
honeycomp Cafe,cafes,"Kwame Ofori Street, Airport Residential Area, Dzorwulu, Accra",Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Vida e Caffè,cafes,"Airport City, Accra",Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
illy,cafes,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Ci Gusta,cafes,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Sky Bar 25,bars_lounges,"Airport Road, North Dzorwulu, Accra",Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Big Al's,bars_lounges,"Kofi Atta Annan Street, Accra",Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Smollenskys Restaurant & Bar,bars_lounges,"Agostino Neto Close, Airport West, Dzorwulu, Accra",Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Gold Coast Restaurant & Bar,bars_lounges,"Kofi Atta Annan Street, Airport Residential Area, Accra",Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
El Padrino Lounge,bars_lounges,,Airport-Residential,,,,,Google Maps,,N/A,2026-04-05
Tunnel Lounge,bars_lounges,"45 Kofi Annan St, Accra, Ghana",Airport-Residential,+233 55 155 6444,+233 55 155 6444,thetunnellounge.com,,Google Maps,info@thetunnellounge.com,Pattern Generated,2026-04-05
Pizza Inn,fast_food,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Chicken Inn,fast_food,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Pizza Hut,fast_food,,Airport-Residential,,,https://www.kfc.com.gh/en/store-locator/kfc_accra_mall,,OpenStreetMap,info@kfc.com.gh,Pattern Generated,2026-04-05
KFC,fast_food,,Airport-Residential,,,https://www.kfc.com.gh/en/store-locator/kfc_accra_mall,,OpenStreetMap,info@kfc.com.gh,Pattern Generated,2026-04-05
Burger King,fast_food,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Creamy,fast_food,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Madam Rahi VIP koko Joint,fast_food,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Barcelos,fast_food,,Airport-Residential,+23320435580,+23320435580,,,OpenStreetMap,,N/A,2026-04-05
Airside Hotel,hotels,,Airport-Residential,+233 21 760480 / 783844,+233 21 760480 / 783844,https://airsidehotel.com.gh/,,OpenStreetMap,info@airsidehotel.com.gh,Pattern Generated,2026-04-05
Airport View Hotel,hotels,,Airport-Residential,,,,,OpenStreetMap/Google Maps,,N/A,2026-04-05
Oak Plaza Hotel East Airport,hotels,"Spintex Road, Accra",Airport-Residential,,,https://www.oakplazahotel.com/,,OpenStreetMap,info@oakplazahotel.com,Pattern Generated,2026-04-05
Best Western Premier Airport Hotel,hotels,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Crown Appartmento Hotel,hotels,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Airport West Hotel,hotels,,Airport-Residential,,,,,OpenStreetMap/Google Maps,,N/A,2026-04-05
Lavender Lodge,hotels,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Airport Grande,hotels,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Villa Monticello,hotels,,Airport-Residential,,,,,OpenStreetMap/LinkedIn,,N/A,2026-04-05
Ibis Styles Hotel,hotels,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
City Escape Hotel,hotels,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Esther's,hotels,,Airport-Residential,,,https://www.esthers-hotel.com/,,OpenStreetMap,info@esthers-hotel.com,Pattern Generated,2026-04-05
Kwarleyz Residence,hotels,"Kofi Atta Annan Street, Accra",Airport-Residential,,,https://www.the-ascott.com/en/ghana/accra/kwarleyz-residence-accra.html,,OpenStreetMap,info@the-ascott.com,Pattern Generated,2026-04-05
Accra Marriott Hotel,hotels,,Airport-Residential,+233 30 273 8000,+233 30 273 8000,https://www.marriott.com/en-us/hotels/accmc-accra-marriott-hotel/overview/,,OpenStreetMap,info@marriott.com,Pattern Generated,2026-04-05
Sky Suites Airport Residential,hotels,"Kofi Annan St, Accra",Airport-Residential,+233 270997700,+233 270997700,www.skysuites.pro,,OpenStreetMap,info@skysuites.pro,Pattern Generated,2026-04-05
The Palms by Eagles,hotels,"Patrice Lumumba Road, Accra",Airport-Residential,+233 556 616 100,+233 556 616 100,https://www.eaglesghana.com/the-palms-by-eagles,,OpenStreetMap,info@eaglesghana.com,Pattern Generated,2026-04-05
The Lennox Accra Luxury Apartments,hotels,,Airport-Residential,,,,,Google Maps,,N/A,2026-04-05
Holiday Inn Accra Airport,hotels,,Airport-Residential,,,,,Google Maps,,N/A,2026-04-05
Court Gardens,hotels,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
G.S Plaza,hotels,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Catters Hostel,hotels,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
TS Lodgings,hotels,"Mama Adjele Road, Accra",Airport-Residential,+233 050 600 3567,+233 050 600 3567,tslodgings.com,,OpenStreetMap,info@tslodgings.com,Pattern Generated,2026-04-05
Parker Airport Resort,hotels,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
The Cabin Hotel,hotels,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
The Palms By Eagles Accra,hotels,"Patrice Lumumba Road, Accra",Airport-Residential,+233 556 616 100,+233 556 616 100,https://www.eaglesghana.com/the-palms-by-eagles,,OpenStreetMap,info@eaglesghana.com,Pattern Generated,2026-04-05
Ange Hill Hotel,hotels,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Mirage Residence,hotels,,Airport-Residential,,,,,LinkedIn,,N/A,2026-04-05
Jinlet Pharmacy,pharmacy,"Kofi Annan Street, Airport Residential Area, Accra",Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Worldview Pharmacy,pharmacy,"Nortey Ababio Street, Airport West, Dzorwulu, Accra",Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Adepa Pharmacy,pharmacy,"Patrice Lumumba Road, Roman Ridge, Dzorwulu, Accra",Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Reanie Chemist Limited,pharmacy,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Medimart,pharmacy,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Bedita,pharmacy,"Boundary Road, Accra",Airport-Residential,+233 302940038,+233 302940038,,,OpenStreetMap,,N/A,2026-04-05
Ernest Chemists,pharmacy,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Prime Pharmacy,pharmacy,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
HealthLane Pharmacy,pharmacy,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Airport Women's Hospital,hospitals_clinics,"Kofi Atta Annan Street, Accra",Airport-Residential,,,,,OpenStreetMap/LinkedIn,,N/A,2026-04-05
Healthnet Airport Medical Centre,hospitals_clinics,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
St. Andrews Clinic,hospitals_clinics,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
St. Lukes Clinic,hospitals_clinics,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Claron Health International,hospitals_clinics,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Airport Clinic Limited,hospitals_clinics,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Beaver Clinic,hospitals_clinics,"Agostino Neto Road, Accra",Airport-Residential,+233302771785,+233302771785,,,OpenStreetMap,,N/A,2026-04-05
Medical & Dental Clinic,hospitals_clinics,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Shala Yoga,gym_fitness,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
California Fitness Est 2029,gym_fitness,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Airport Gym,gym_fitness,,Airport-Residential,,,,,Google Maps (estimated),,N/A,2026-04-05
Liange Beauty Salon,salon_spa,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Beauty o'clock,salon_spa,"Boundary Road, Accra",Airport-Residential,+233244018068,+233244018068,https://www.instagram.com/beauty__oclock/,,OpenStreetMap,info@instagram.com,Pattern Generated,2026-04-05
GT Bank,banks,"Patrice Lumumba Road, Airport Residential Area, Accra",Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
First National Bank,banks,"Kofi Annan Street, Airport Residential Area, Accra",Airport-Residential,+233 24 243 5050,+233 24 243 5050,https://www.firstnationalbank.com.gh,,OpenStreetMap,info@firstnationalbank.com.gh,Pattern Generated,2026-04-05
Absa,banks,,Airport-Residential,+233 57 770 2032,+233 57 770 2032,https://www.absa.com.gh,,OpenStreetMap,info@absa.com.gh,Pattern Generated,2026-04-05
CalBank,banks,,Airport-Residential,+233 24 340 0364,+233 24 340 0364,https://calbank.net,,OpenStreetMap,info@calbank.net,Pattern Generated,2026-04-05
Société Générale,banks,,Airport-Residential,,,https://societegenerale.com.gh/,,OpenStreetMap,info@societegenerale.com.gh,Pattern Generated,2026-04-05
Stanbic Bank,banks,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Ecobank,banks,"Spintex Road, Accra",Airport-Residential,+233 30 282 3053,+233 30 282 3053,https://ecobank.com/gh/,,OpenStreetMap,info@ecobank.com,Pattern Generated,2026-04-05
Fidelity Bank,banks,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
First Atlantic Bank,banks,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
UBA,banks,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Universal Merchant Bank Head Office,banks,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
ProCredit,banks,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
NIB,banks,"Spintex Road, Accra",Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
GHL Bank,banks,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
GCB Bank,banks,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Bank of Africa,banks,,Airport-Residential,+233 30 276 5624,+233 30 276 5624,https://boaghana.com/,,OpenStreetMap,info@boaghana.com,Pattern Generated,2026-04-05
ADB,banks,"Gulf Street, Accra",Airport-Residential,+233 030 250 6201,+233 030 250 6201,,,OpenStreetMap,,N/A,2026-04-05
Heritage Bank,banks,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Standard Chartered ATM,banks,"Tetteh Quarshie Interchange, Accra",Airport-Residential,+233 30 263 3428,+233 30 263 3428,https://www.sc.com/gh,,OpenStreetMap,info@sc.com,Pattern Generated,2026-04-05
StarLife Insurance,insurance,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
SSNIT,insurance,"Airport by pass road, Accra",Airport-Residential,+233302611622,+233302611622,https://www.ssnit.org.gh/,,OpenStreetMap,info@ssnit.org.gh,Pattern Generated,2026-04-05
SIC Insurance,insurance,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Old Mutual Ghana,insurance,,Airport-Residential,,,,,LinkedIn,,N/A,2026-04-05
Kass Towers,consulting_firms,,Airport-Residential,,,,,LinkedIn,,N/A,2026-04-05
Powersoft System,consulting_firms,,Airport-Residential,,,,,LinkedIn,,N/A,2026-04-05
Akka Kappa Ltd,consulting_firms,,Airport-Residential,,,,,LinkedIn,,N/A,2026-04-05
Powersoft System,it_companies,,Airport-Residential,,,,,LinkedIn,,N/A,2026-04-05
Wala Digital Health,it_companies,,Airport-Residential,,,,,LinkedIn,,N/A,2026-04-05
MTN Service Centre,it_companies,"Spintex Road, Accra",Airport-Residential,+233 24 430 0000,+233 24 430 0000,https://mtn.com.gh/,,OpenStreetMap,info@mtn.com.gh,Pattern Generated,2026-04-05
AT Ghana,it_companies,,Airport-Residential,+233 26 000 0100,+233 26 000 0100,https://www.at.com.gh/,,OpenStreetMap,info@at.com.gh,Pattern Generated,2026-04-05
Vodafone Ghana,it_companies,,Airport-Residential,,,,,Google Maps (estimated),,N/A,2026-04-05
Huawei,it_companies,,Airport-Residential,+233558222220,+233558222220,,,OpenStreetMap,,N/A,2026-04-05
Kulendi Amponsah Attafuah Law,law_firms,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Verum Law Group PRUC,law_firms,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Bijou Homes Ghana,real_estate,,Airport-Residential,,,,,LinkedIn,,N/A,2026-04-05
Mirage Residence,real_estate,,Airport-Residential,,,,,LinkedIn,,N/A,2026-04-05
Geodrill,marketing_agencies,,Airport-Residential,,,,,LinkedIn,,N/A,2026-04-05
Shoprite,supermarkets,,Airport-Residential,+233302823020,+233302823020,,,OpenStreetMap,,N/A,2026-04-05
Ridge Stop Over Supermarket,supermarkets,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Diplomatic Shop,supermarkets,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Melcom,supermarkets,,Airport-Residential,,,https://melcom.com,,OpenStreetMap,info@melcom.com,Pattern Generated,2026-04-05
Maa Gina,supermarkets,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Koala Shopping Centre,supermarkets,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Marina Mall,supermarkets,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
2 Guys Supermarket,supermarkets,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Adjentes,supermarkets,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
DSTv Shop,supermarkets,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Tax & Duty Free,supermarkets,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Dominguez,fashion_boutiques,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Woodin,fashion_boutiques,,Airport-Residential,,,+233 50 356 4899,,OpenStreetMap,info@+233 50 356 4899,Pattern Generated,2026-04-05
K2R,fashion_boutiques,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Payless ShoeSource,fashion_boutiques,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Telefonica,electronics_stores,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Huawei,electronics_stores,,Airport-Residential,+233558222220,+233558222220,,,OpenStreetMap,,N/A,2026-04-05
iShop,electronics_stores,,Airport-Residential,+233544336856,+233544336856,,,OpenStreetMap,,N/A,2026-04-05
Electronics Hub,electronics_stores,,Airport-Residential,+233558202424,+233558202424,,,OpenStreetMap,,N/A,2026-04-05
Smice,electronics_stores,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Mercedes,car_dealerships,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Silver Star Auto LTD,car_dealerships,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Japan Motors,car_dealerships,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Tata Motors,car_dealerships,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Mazda,car_dealerships,"Spintex Road, Accra",Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Truck 360,car_dealerships,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Fanida International School,schools,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Al-Rayan International School,schools,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Marchmont Child Development Centre,schools,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Cribs N Sandbox,schools,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Lucas University,schools,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Ecole Francaise Adkel,schools,,Airport-Residential,,,Osu Badu Cr,,OpenStreetMap,info@Osu Badu Cr,Pattern Generated,2026-04-05
Crown University College,schools,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Standford SEED Innovation Center,schools,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Accra Stem Academy,schools,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Embassy of Zimbabwe,embassies,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Embassy of Cuba,embassies,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Embassy of Spain,embassies,"Drake Close, Accra",Airport-Residential,+233 302 77 40 04,+233 302 77 40 04,http://www.exteriores.gob.es/Embajadas/ACCRA,,OpenStreetMap,info@exteriores.gob.es,Pattern Generated,2026-04-05
Embassy of Sudan,embassies,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Embassy of Saudi Arabia,embassies,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Embassy of Egypt,embassies,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Embassy of Brazil,embassies,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Embassy of Angola,embassies,"Agbaamo Street, Accra",Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Embassy of Equatorial Guinea,embassies,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Embassy of Morocco,embassies,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Republic of Benin Embassy,embassies,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Embassy of the Senegal,embassies,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Embassy of Vatican,embassies,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Embassy of Peru Honorary Consulate,embassies,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Embassy of Saharawi Republic,embassies,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Sierra Leone High Commissioner,embassies,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Royal Norwegian Consulate General,embassies,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Namibia High Commission,embassies,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
High Commission of the Republic of Zambia,embassies,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Residence of the Ambassador of Iran,embassies,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Residence of the Ambassador of Cuba,embassies,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Residence of the Ambassador of Russia,embassies,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Residence of the Ambassador of Germany,embassies,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Residence of the Ambassador of Italy,embassies,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Residence of the Ambassador of Ethiopia,embassies,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Residence of the Ambassador of Angola,embassies,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Residence of the Ambassador of Czech Republic,embassies,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Ghana Airports Company Limited,embassies,,Airport-Residential,,,,,LinkedIn,,N/A,2026-04-05
Ghana Civil Aviation Authority,embassies,,Airport-Residential,,,,,LinkedIn,,N/A,2026-04-05
McDan Aviation,embassies,,Airport-Residential,,,,,LinkedIn,,N/A,2026-04-05
Aerojet Aviation,embassies,,Airport-Residential,,,,,LinkedIn,,N/A,2026-04-05
Ghana Airport Cargo Centre,embassies,,Airport-Residential,,,,,LinkedIn,,N/A,2026-04-05
SBMAN Flight Support,embassies,,Airport-Residential,,,,,LinkedIn,,N/A,2026-04-05
National Service Bakery,bakeries,,Airport-Residential,,,,,OpenStreetMap,,N/A,2026-04-05
Airport International Travel And Tours LTD,travel_agencies,,Airport-Residential,,,,,Google Maps,,N/A,2026-04-05
Travelwings.com,travel_agencies,,Airport-Residential,,,,,Google Maps,,N/A,2026-04-05
Travel Time Africa,travel_agencies,,Airport-Residential,,,,,Google Maps,,N/A,2026-04-05
Wakanow Airport Accra,travel_agencies,,Airport-Residential,,,,,Google Maps,,N/A,2026-04-05
Krishna Travels Ghana,travel_agencies,,Airport-Residential,,,,,Google Maps,,N/A,2026-04-05
Eno's Travels,travel_agencies,,Airport-Residential,,,,,Google Maps,,N/A,2026-04-05
Rehoboth Travel,travel_agencies,,Airport-Residential,,,,,Google Maps,,N/A,2026-04-05
THE AVI,event_planning,,Airport-Residential,,,,,Google Maps,,N/A,2026-04-05
Name Event Planners,event_planning,,Airport-Residential,,,,,Google Maps,,N/A,2026-04-05
DNA Events Ghana,event_planning,,Airport-Residential,,,,,Google Maps,,N/A,2026-04-05
Lionheart Events,event_planning,,Airport-Residential,,,,,Google Maps,,N/A,2026-04-05
Partykidsgh,event_planning,,Airport-Residential,,,,,Google Maps,,N/A,2026-04-05
Unique Home Affairs,event_planning,,Airport-Residential,,,,,Google Maps,,N/A,2026-04-05
Cling Events Ghana,event_planning,,Airport-Residential,,,,,Google Maps,,N/A,2026-04-05
S.S STUDIOS,photography_studios,,Airport-Residential,,,,,Google Maps,,N/A,2026-04-05
Mighty Signature,photography_studios,,Airport-Residential,,,,,Google Maps,,N/A,2026-04-05
Photo Club Marina Mall,photography_studios,,Airport-Residential,,,,,Google Maps,,N/A,2026-04-05
Javie photography studios,photography_studios,,Airport-Residential,,,,,Google Maps,,N/A,2026-04-05
Akyedze Photography Accra,photography_studios,,Airport-Residential,,,,,Google Maps,,N/A,2026-04-05
PAK Photography Studio,photography_studios,,Airport-Residential,,,,,Google Maps,,N/A,2026-04-05
