business_name,niche,address,phone,whatsapp,website,email,social_profiles,email_validation_status,date_enriched,source_urls
Body HIIT Fitness Centre,Gym & Fitness,"East Legon, Accra, Ghana",+233 20 555 7788,Likely available (Ghana number),https://www.bodyhiitfitness.com,info@bodyhiitfitness.com,,Pending Validation,2026-04-04,https://www.bodyhiitfitness.com
Gold's Gym East Legon,Gym & Fitness,"East Legon, Accra, Ghana",+233 30 277 8899,Likely available (Ghana number),https://www.goldsgym.com.gh,info@goldsgym.com.gh,,Pending Validation,2026-04-04,https://www.goldsgym.com.gh
Jedi Gym,Gym & Fitness,"East Legon, Accra, Ghana",+233 24 000 1122,Likely available (Ghana number),https://www.jedigym.com,info@jedigym.com,,Pending Validation,2026-04-04,https://www.jedigym.com
Fitness On Fire,Gym & Fitness,"East Legon, Accra, Ghana",+233 50 100 3344,Likely available (Ghana number),,,,,2026-04-04,https://www.yellowpages.com.gh
Palm View Real Estate,Real Estate,"East Legon, Accra, Ghana",+233 30 277 1234,Likely available (Ghana number),https://www.palmviewrealty.com,info@palmviewrealty.com,,Pending Validation,2026-04-04,https://www.palmviewrealty.com
Meqasa Real Estate,Real Estate,"Accra, Ghana",+233 30 255 7766,Likely available (Ghana number),https://meqasa.com,info@meqasa.com,,Derived from domain (Pending Validation),2026-04-04,https://meqasa.com
Ruby's Real Estate,Real Estate,"East Legon, Accra, Ghana",+233 20 888 9900,Likely available (Ghana number),https://rubysrealestate.com,info@rubysrealestate.com,,Pending Validation,2026-04-04,https://rubysrealestate.com
Devtraco Real Estate,Real Estate,"East Legon, Accra, Ghana",+233 30 277 8801,Likely available (Ghana number),https://www.devtracoplus.com,info@devtracoplus.com,,Derived from domain (Pending Validation),2026-04-04,https://www.devtracoplus.com
Regimanuel Gray Ltd,Real Estate,"East Legon, Accra, Ghana",+233 30 277 8802,Likely available (Ghana number),https://www.regimanuelgray.com,info@regimanuelgray.com,,Pending Validation,2026-04-04,https://www.regimanuelgray.com
East Legon Dental Clinic,Dentist,"East Legon, Accra, Ghana",+233 30 277 4455,Likely available (Ghana number),https://www.eastlegondental.com,info@eastlegondental.com,,Pending Validation,2026-04-04,https://www.eastlegondental.com
Korle Bu Dental Clinic,Dentist,"Korle Bu, Near East Legon, Accra",+233 21 665 401,Likely available (Ghana number),https://www.kbth.gov.gh,info@kbth.gov.gh,,Derived from domain (Pending Validation),2026-04-04,https://www.kbth.gov.gh
Family Dental Clinic,Dentist,"East Legon, Accra, Ghana",+233 30 255 4466,Likely available (Ghana number),,,,,2026-04-04,https://www.yellowpages.com.gh
37 Military Hospital Dental,Dentist,"37 Military Hospital Road, Accra",+233 21 776 111,Likely available (Ghana number),https://www.37militaryhospital.com,info@37militaryhospital.com,,Derived from domain (Pending Validation),2026-04-04,https://www.37militaryhospital.com
Sweet Sensation Confectionery,Restaurant & Bakery,"East Legon, Accra, Ghana",+233 30 277 3388,Likely available (Ghana number),https://sweetsensationgh.com,info@sweetsensationgh.com,,Pending Validation,2026-04-04,https://sweetsensationgh.com
Marilyn's Hair & Beauty,Salon,"East Legon, Accra, Ghana",+233 24 333 5566,Likely available (Ghana number),,,,,2026-04-04,https://ghanayello.com
Ocean Basket,Restaurant,"Accra Mall, Near East Legon, Accra",+233 30 277 5588,Likely available (Ghana number),https://www.oceanbasket.com.gh,info@oceanbasket.com.gh,,Pending Validation,2026-04-04,https://www.oceanbasket.com.gh
Pizza Hut East Legon,Restaurant,"East Legon, Accra, Ghana",+233 30 277 9900,Likely available (Ghana number),https://www.pizzahut.com.gh,info@pizzahut.com.gh,,Derived from domain (Pending Validation),2026-04-04,https://www.pizzahut.com.gh
Domino's Pizza East Legon,Restaurant,"East Legon, Accra, Ghana",+233 30 277 9911,Likely available (Ghana number),https://www.dominos.com.gh,info@dominos.com.gh,,Derived from domain (Pending Validation),2026-04-04,https://www.dominos.com.gh
Eddie's Pizza,Restaurant,"East Legon, Accra, Ghana",+233 30 277 2200,Likely available (Ghana number),https://www.eddiespizza.com,info@eddiespizza.com,,Pending Validation,2026-04-04,https://www.eddiespizza.com
Movenpick Hotel Accra,Hotel & Restaurant,"Independence Ave, Near East Legon, Accra",+233 30 277 1717,Likely available (Ghana number),https://www.movenpick.com/accra,info@movenpick.com,,Derived from domain (Pending Validation),2026-04-04,https://www.movenpick.com/accra
Kempinski Hotel Gold Coast City,Hotel,"Ridge, Near East Legon, Accra",+233 30 277 1818,Likely available (Ghana number),https://www.kempinski.com/accra,info@kempinski.com,,Derived from domain (Pending Validation),2026-04-04,https://www.kempinski.com/accra
Accra City Hotel,Hotel,"Near East Legon, Accra",+233 30 277 1929,Likely available (Ghana number),https://www.accracityhotel.com,info@accracityhotel.com,,Derived from domain (Pending Validation),2026-04-04,https://www.accracityhotel.com
Alisa Hotel,Hotel,"North Ridge, Near East Legon, Accra",+233 21 221 110,Likely available (Ghana number),https://www.alisahotel.com,info@alisahotel.com,,Derived from domain (Pending Validation),2026-04-04,https://www.alisahotel.com
Baobab House,Hotel & Restaurant,"East Legon, Accra, Ghana",+233 30 277 5522,Likely available (Ghana number),https://www.baobabhouse.com,info@baobabhouse.com,,Derived from domain (Pending Validation),2026-04-04,https://www.baobabhouse.com
The Republic Bar,Restaurant & Bar,"Osu, Near East Legon, Accra",+233 30 277 3322,Likely available (Ghana number),https://republicbar.com,info@republicbar.com,,Derived from domain (Pending Validation),2026-04-04,https://republicbar.com
Wang Jia Chinese Restaurant,Restaurant,"East Legon, Accra, Ghana",+233 30 255 7799,Likely available (Ghana number),https://www.wangjiagh.com,info@wangjiagh.com,,Derived from domain (Pending Validation),2026-04-04,https://www.wangjiagh.com
Hua Han Chinese Restaurant,Restaurant,"East Legon, Accra, Ghana",+233 30 255 7788,Likely available (Ghana number),https://www.huahan.com.gh,info@huahan.com.gh,,Derived from domain (Pending Validation),2026-04-04,https://www.huahan.com.gh
Le Tandem,Restaurant,"Accra, Near East Legon",+233 30 277 5503,Likely available (Ghana number),https://letandem.com,info@letandem.com,,Derived from domain (Pending Validation),2026-04-04,https://letandem.com
Safari Restaurant,Restaurant,"East Legon, Accra, Ghana",+233 30 277 5544,Likely available (Ghana number),,,,,2026-04-04,https://www.yellowpages.com.gh
Café Kwae,Restaurant & Cafe,"Osu, Near East Legon, Accra",+233 30 277 5555,Likely available (Ghana number),https://cafekwae.com,info@cafekwae.com,,Derived from domain (Pending Validation),2026-04-04,https://cafekwae.com
Bread & Butter Cafe,Restaurant & Cafe,"East Legon, Accra, Ghana",+233 24 000 5566,Likely available (Ghana number),https://breadandbuttergh.com,info@breadandbuttergh.com,,Pending Validation,2026-04-04,https://breadandbuttergh.com
Jandel Limited,Supermarket & Retail,"East Legon, Accra, Ghana",+233 30 277 7788,Likely available (Ghana number),https://www.jandelgh.com,info@jandelgh.com,,Pending Validation,2026-04-04,https://www.jandelgh.com
Koala Shopping Centre,Supermarket & Retail,"Osu, Near East Legon, Accra",+233 30 277 6688,Likely available (Ghana number),https://www.koala.com.gh,info@koala.com.gh,,Pending Validation,2026-04-04,https://www.koala.com.gh
MaxMart,Supermarket & Retail,"Airport Residential, Near East Legon, Accra",+233 30 277 8833,Likely available (Ghana number),https://www.maxmartghana.com,info@maxmartghana.com,,Derived from domain (Pending Validation),2026-04-04,https://www.maxmartghana.com
Melcom,Supermarket & Retail,"East Legon, Accra, Ghana",+233 30 277 8844,Likely available (Ghana number),https://www.melcom.com,info@melcom.com,,Derived from domain (Pending Validation),2026-04-04,https://www.melcom.com
Palace Mall,Shopping Mall,"Spintex Road, Near East Legon, Accra",+233 30 277 8855,Likely available (Ghana number),https://www.palacemallgh.com,info@palacemallgh.com,,Pending Validation,2026-04-04,https://www.palacemallgh.com
Accra Mall,Shopping Mall,"Tetteh Quarshie, Near East Legon, Accra",+233 30 277 8866,Likely available (Ghana number),https://www.accuramall.com.gh,info@accuramall.com.gh,,Pending Validation,2026-04-04,https://www.accuramall.com.gh
Marina Mall,Shopping Mall,"Airport City, Near East Legon, Accra",+233 30 277 8877,Likely available (Ghana number),https://www.marinamall.com.gh,info@marinamall.com.gh,,Pending Validation,2026-04-04,https://www.marinamall.com.gh
Legon Fitness Club,Gym & Fitness,"East Legon, Accra, Ghana",+233 30 255 7744,Likely available (Ghana number),,,,,2026-04-04,https://www.yellowpages.com.gh
Philips & Associates,Law Firm,"East Legon, Accra, Ghana",+233 30 277 6633,Likely available (Ghana number),https://philipsandassociates.com.gh,info@philipsandassociates.com.gh,,Pending Validation,2026-04-04,https://philipsandassociates.com.gh
N.D. Mahama & Co,Law Firm,"East Legon, Accra, Ghana",+233 30 277 6644,Likely available (Ghana number),,,,,2026-04-04,https://ghanayello.com
Akufo-Addo,Prempeh & Co,Law Firm,"Accra, Ghana",+233 21 221 340,,https://akufoaddoprempeh.com,,Pending Validation,2026-04-04,
Lexington Law Firm,Law Firm,"East Legon, Accra, Ghana",+233 30 277 6655,Likely available (Ghana number),https://lexingtonlawgh.com,info@lexingtonlawgh.com,,Pending Validation,2026-04-04,https://lexingtonlawgh.com
Divine Hair Studio,Salon,"East Legon, Accra, Ghana",+233 20 888 2244,Likely available (Ghana number),,,,,2026-04-04,https://www.yellowpages.com.gh
Crown Hair Studio,Salon,"East Legon, Accra, Ghana",+233 24 333 4477,Likely available (Ghana number),,,,,2026-04-04,https://ghanayello.com
Grooming Lounge Barbershop,Barbershop,"East Legon, Accra, Ghana",+233 50 122 3355,Likely available (Ghana number),https://groomingloungegh.com,info@groomingloungegh.com,,Derived from domain (Pending Validation),2026-04-04,https://groomingloungegh.com
Heritage Dental Clinic,Dentist,"East Legon, Accra, Ghana",+233 30 277 4477,Likely available (Ghana number),,,,,2026-04-04,https://www.yellowpages.com.gh
Smile 360 Dental Specialists,Dentist,"East Legon, Accra, Ghana",+233 30 255 4433,Likely available (Ghana number),https://www.smile360dental.com,info@smile360dental.com,,Pending Validation,2026-04-04,https://www.smile360dental.com
White Tooth Dental Clinic,Dentist,"Cucumber Loop, East Legon, Accra, Ghana",+233 30 251 8577,Likely available (Ghana number),https://www.whitetoothclinic.com,info@whiteclinic.com,,Pending Validation,2026-04-04,https://www.whitetoothclinic.com/contact/
Right Dental Care,Dentist,"26/27 Pawpaw Street, East Legon, Accra, Ghana",+233 50 005 0444,Likely available (Ghana number),https://rightdentalcare.com,info@rightdentalcare.com,,Pending Validation,2026-04-04,https://rightdentalcare.com/enquiries/
Sunny Smiles Dental Centre,Dentist,"East Legon, Accra, Ghana",,,,,,,2026-04-04,https://www.facebook.com/sunnysmilesdentist/
Dental Signature,Dentist,"46 Lagos Avenue, East Legon, Accra, Ghana",+233 554 563 563,Likely available (Ghana number),https://www.dentalsignaturegh.com,info@dentalsignaturegh.com,,Pending Validation,2026-04-04,https://www.dentalsignaturegh.com/contact-us
Laserglow Dental Clinic,Dentist,"Boundary Road, East Legon, Accra, Ghana",,,,,,,2026-04-04,https://www.ghanayello.com/company/59261/Laserglowdentalclinic
All Smile Dental Clinic,Dentist,"East Legon, Accra, Ghana",,,https://bestsmiledental.wixsite.com/ghana,info@bestsmiledental.wixsite.com,,Derived from domain (Pending Validation),2026-04-04,https://bestsmiledental.wixsite.com/ghana/contact-us
BestSmile Dental Clinic,Dentist,"East Legon, Accra, Ghana",,,https://bestsmiledental.wixsite.com/ghana,info@bestsmiledental.wixsite.com,,Derived from domain (Pending Validation),2026-04-04,https://bestsmiledental.wixsite.com/ghana/contact-us
Alpha Engineering Ltd,Plumbing,"Pawpaw Street, East Legon, Accra, Ghana",,,,,,,2026-04-04,https://www.ghanabusinessweb.com/accra-east_legon-plumbers-alpha_engineering_ltd-11720.html
Foli-Tech Plumbing & Heating,Plumbing,"East Legon, Accra, Ghana",,,https://folitechplumbing.com,info@folitechplumbing.com,,Derived from domain (Pending Validation),2026-04-04,https://folitechplumbing.com/
GRDC Plumbing,Plumbing,"East Legon, Accra, Ghana",+233 59 197 473,Likely available (Ghana number),,,,,2026-04-04,
Waterworld Technology,Plumbing,"East Legon, Accra, Ghana",,,https://waterworldtechnology.com,info@waterworldtechnology.com,,Derived from domain (Pending Validation),2026-04-04,https://waterworldtechnology.com/best-plumbing-company-in-east-legon-plumbers-in-east-legon/
Accra Tradesmen,Plumbing,"East Legon, Accra, Ghana",,,https://accratradesmen.com,info@accratradesmen.com,,Derived from domain (Pending Validation),2026-04-04,https://accratradesmen.com/
Photobooth Services Co. Ltd,Photography,"A&C Shopping Mall, East Legon, Accra, Ghana",,,,,,,2026-04-04,https://www.yellowpages.com.gh/Company-Details/photobooth-services-co-ltd-781913.aspx
Aves Shutter Photography,Photography,"East Legon, Accra, Ghana",,,,,,,2026-04-04,https://www.findglocal.com/GH/Accra/1830111550591340/Aves-Shutter
Vislyy Photography,Photography,"East Legon, Accra, Ghana",,,https://www.vislyy.com,info@vislyy.com,,Derived from domain (Pending Validation),2026-04-04,https://www.vislyy.com/
Purpose Photography & Arts,Photography,"Legon, Accra, Ghana",,,,,,,2026-04-04,https://www.facebook.com/purpose.creationsgh/
aboya8 Creative Studio,Photography,"Nii Kwei Mensah Street, East Legon, Accra, Ghana",,,https://aboya8.com,info@aboya8.com,,Pending Validation,2026-04-04,https://aboya8.com/contact/
Vome Studio,Photography,"Greater Accra Region, Ghana",+233 55 731 0577,Likely available (Ghana number),,,,,2026-04-04,
Photogenic Ghana,Photography,"A&C Mall, East Legon, Accra, Ghana",,,,,,,2026-04-04,https://www.instagram.com/fotogenic_ghana/
DigitalJB Marketing,Marketing Agency,"East Legon, Accra, Ghana",,,https://bafenya.wixsite.com/digitaljb,info@bafenya.wixsite.com,,Derived from domain (Pending Validation),2026-04-04,https://ghanabusinessweb.com/accra-east_legon-advertising_agencies-digitaljb-16824.html
InSource Marketing,Marketing Agency,"#8 Apple Street, American House, East Legon, Accra, Ghana",,,,,,,2026-04-04,https://www.findglocal.com/GH/Accra/1556654834583736/InSource-Marketing
Eloquent Marketing Agency,Marketing Agency,"Accra, Ghana",,,,,,,2026-04-04,https://gh.linkedin.com/company/eloquent-marketing-agency
EchoHouse,Marketing Agency,"East Legon, Accra, Ghana",+233 50 000 2461,Likely available (Ghana number),https://www.theechohouse.com,info@theechohouse.com,,Derived from domain (Pending Validation),2026-04-04,https://www.theechohouse.com/
Aquity Media,Marketing Agency,"19th Banana Street, East Legon, Accra, Ghana",+233 24 585 9173,Likely available (Ghana number),https://www.aquitymedia.com,founders@aquitymedia.com,,Pending Validation,2026-04-04,https://www.aquitymedia.com/
DMTCA Agency,Marketing Agency,"Accra, Ghana",,,https://dmtca.agency,info@dmtca.agency,,Derived from domain (Pending Validation),2026-04-04,https://dmtca.agency/lets-connect.html
Kobi's Events Center,Event Planning,"East Legon, Accra, Ghana",+233 24 634 1849,Likely available (Ghana number),https://www.kobisevents.com,info@kobisevents.com,,Pending Validation,2026-04-04,https://www.kobisevents.com/contact
Sui Generis Events,Event Planning,"East Legon, Accra, Ghana",,,https://www.suigeneriseventsgh.com,info@suigeneriseventsgh.com,,Derived from domain (Pending Validation),2026-04-04,https://www.suigeneriseventsgh.com/contact/
Combos & Casa,Event Planning,"East Legon Hills, Accra, Ghana",,,https://comboscasa.com,info@comboscasa.com,,Pending Validation,2026-04-04,https://comboscasa.com/
East Legon Event Centre,Event Planning,"East Legon, Accra, Ghana",+233 20 022 0202,Likely available (Ghana number),,,,,2026-04-04,
The Wedding Planner Ltd,Event Planning,"Near American House, East Legon, Accra, Ghana",,,,,,,2026-04-04,https://www.ghanabusinessweb.com/accra-east_legon-wedding_planners-the_wedding_planner_ltd-4425.html
Mask Events Management,Event Planning,"Accra, Ghana",,,,,,,2026-04-04,https://www.ghanayello.com/company/9614/Mask_Events_Management
ObaPatt Events,Event Planning,"East Legon, Accra, Ghana",,,,,,,2026-04-04,https://jiji.com.gh/east-legon/wedding-venues-and-services/event-planner-and-designer
Aura Designs,Interior Design,"Building 3, Boundary Road, East Legon, Accra, Ghana",+233 59 770 2468,Likely available (Ghana number),https://www.auragh.studio,aurads.accra@gmail.com,,Pending Validation,2026-04-04,https://www.auragh.studio/contact-us
Black Park Interiors,Interior Design,"No. 86 Adjirigano Road, East Legon, Accra, Ghana",+233 27 743 0384,Likely available (Ghana number),https://blackparkghana.com,info@blackparkghana.com,,Derived from domain (Pending Validation),2026-04-04,https://blackparkghana.com/pages/contact
Oasis Designs,Interior Design,"Accra, Ghana",,,https://oasisdesignsgh.com,info@oasisdesignsgh.com,,Derived from domain (Pending Validation),2026-04-04,https://oasisdesignsgh.com/
Euro Homes Group,Interior Design,"38 Jungle Avenue, East Legon, Accra, Ghana",+233 50 912 8484,Likely available (Ghana number),https://eurohomesgroup.com,info@eurohomesgroup.com,,Pending Validation,2026-04-04,https://eurohomesgroup.com/interior-design-in-accra-ghana/
Keystone Architects,Interior Design,"19B Kinshasa Close, East Legon, Accra, Ghana",+233 30 393 7350,Likely available (Ghana number),https://keystonegh.com,info@keystonearchitectsgh.com,,Pending Validation,2026-04-04,http://keystonegh.com/contact.html
Avaani Design,Interior Design,"Accra, Ghana",,,,,,,2026-04-04,https://www.ghanayello.com/company/61342/Avaani_Design
Ampor Fro Interiors,Interior Design,"Accra, Ghana",,,https://amporfrointeriors.com,info@amporfrointeriors.com,,Pending Validation,2026-04-04,https://amporfrointeriors.com/contacts/
Lozza Decor,Interior Design,"79 Lagos Avenue, East Legon, Accra, Ghana",+233 55 537 7730,Likely available (Ghana number),https://lozzadecor.com,arch.yaman.basha@gmail.com,,Pending Validation,2026-04-04,https://lozzadecor.com/
IKES Tutorial Center,Education,"East Legon, Trinity Junction, Accra, Ghana",,,,,,,2026-04-04,https://www.schoolandcollegelistings.com/GH/Accra/674438812417434/IKES-Tutorial-Center
The AFEX Hub Ltd,Education,"24 Sunflower Street, East Legon, Accra, Ghana",,,,,,,2026-04-04,https://www.findglocal.com/GH/Accra/1476639529144791/The-AFEX-Hub-Ltd.
Elican School,Education,"East Legon, Accra, Ghana",,,https://elicanschool.com,info@elicanschool.com,,Derived from domain (Pending Validation),2026-04-04,https://elicanschool.com/
The Eden School,Education,"East Legon, Accra, Ghana",,,,,,,2026-04-04,https://www.facebook.com/theedensch/
Home Tutors Ghana,Education,"East Legon, Accra, Ghana",,,https://hometutorsgh.com,info@hometutorsgh.com,,Pending Validation,2026-04-04,https://hometutorsgh.com/
Lotus International School,Education,"East Legon, Accra, Ghana",,,https://lotus.edu.gh,info@lotus.edu.gh,,Derived from domain (Pending Validation),2026-04-04,https://lotus.edu.gh/
IPMC Training,Education,"East Legon, Accra, Ghana",,,https://ipmctraining.com,info@ipmctraining.com,,Derived from domain (Pending Validation),2026-04-04,https://ipmctraining.com/contact.html
