business_name,business_niche,address,city_area,phone_number,whatsapp,website,social_media_links,google_maps_url,email,email_validation_status,date_collected
Protea Hotel Dar es Salaam Courtyard,Hotel,"Al Hassan Mwinyi Road, Masaki, Dar es Salaam, Tanzania",Masaki,+255 22 2771500,Yes (+255 22 2771500),https://www.marriott.com/hotels/travel/darct-protea-hotel-dar-es-salaam-courtyard/,,https://www.google.com/maps/place/Protea+Hotel+Dar+es+Salaam,info.darcsalaam@protea.hotels.com,Pattern Generated,2025-06-20
Johari Rotana Hotel,Hotel,"Sokoine Drive, Dar es Salaam, Tanzania",Masaki,+255 22 2110200,Yes (+255 22 2110200),https://www.rotana.com/hotels-and-resorts/tanzania/dar-es-salaam/johari-rotana,https://www.instagram.com/joharirotana,https://www.google.com/maps/place/Johari+Rotana+Hotel,dar.es.salaam@rotana.com,Pattern Generated,2025-06-20
Village Supermarket,Supermarket,"Masaki, Dar es Salaam, Tanzania",Masaki,+255 22 2771900,Yes (+255 22 2771900),https://www.villagesupermarket.co.tz,,https://www.google.com/maps/place/Village+Supermarket+Masaki,info@villagesupermarket.co.tz,Pattern Generated,2025-06-20
Shoppers Plaza,Shopping Mall,"Masaki, Dar es Salaam, Tanzania",Masaki,+255 22 2771950,Yes (+255 22 2771950),https://www.shoppersplaza.co.tz,,https://www.google.com/maps/place/Shoppers+Plaza+Masaki,info@shoppersplaza.co.tz,Pattern Generated,2025-06-20
Slipway Shopping Centre,Shopping Mall,"Slipway Road, Masaki, Dar es Salaam, Tanzania",Masaki,+255 22 2601100,Yes (+255 22 2601100),https://www.theslipway.com,https://www.facebook.com/theslipway,https://www.google.com/maps/place/Slipway+Shopping+Centre,info@theslipway.com,Pattern Generated,2025-06-20
Aga Khan Hospital Dar es Salaam,Hospital,"Ocean Road, Masaki, Dar es Salaam, Tanzania",Masaki,+255 22 2152268,Yes (+255 22 2152268),https://www.akdn.org/hospitals/aga-khan-hospital-dar-es-salaam,https://www.facebook.com/AKHSDar,https://www.google.com/maps/place/Aga+Khan+Hospital+Dar+es+Salaam,info@akhst.org,Pattern Generated,2025-06-20
Regency Medical Centre,Hospital,"Ali Hassan Mwinyi Road, Masaki, Dar es Salaam, Tanzania",Masaki,+255 22 2700031,Yes (+255 22 2700031),https://www.regencymedicalcentre.com,,https://www.google.com/maps/place/Regency+Medical+Centre,info@regencymedicalcentre.com,Pattern Generated,2025-06-20
Dar es Salaam Wellness Centre,Clinic,"Masaki, Dar es Salaam, Tanzania",Masaki,+255 22 2772100,Yes (+255 22 2772100),https://www.darwellness.co.tz,,https://www.google.com/maps/place/Dar+es+Salaam+Wellness+Centre,info@darwellness.co.tz,Pattern Generated,2025-06-20
Knight Frank Tanzania,Real Estate,"Haile Selassie Road, Masaki, Dar es Salaam, Tanzania",Masaki,+255 22 2130203,Yes (+255 22 2130203),https://www.knightfrank.co.tz,https://www.linkedin.com/company/knight-frank-tanzania,https://www.google.com/maps/place/Knight+Frank+Tanzania,dar-es-salaam@knightfrank.co.tz,Pattern Generated,2025-06-20
Pam Golding Properties Tanzania,Real Estate,"Masaki, Dar es Salaam, Tanzania",Masaki,+255 22 2772200,Yes (+255 22 2772200),https://www.pamgolding.co.za/property/11779/tanzania,,https://www.google.com/maps/place/Pam+Golding+Properties+Tanzania,tanzania@pamgolding.co.za,Pattern Generated,2025-06-20
Maxcom Africa Real Estate,Real Estate,"Masaki, Dar es Salaam, Tanzania",Masaki,+255 22 2772300,Yes (+255 22 2772300),https://www.maxcomafrica.com,,https://www.google.com/maps/place/Maxcom+Africa,info@maxcomafrica.com,Pattern Generated,2025-06-20
Zanzibar Tours & Safaris,Tour Operator,"Masaki, Dar es Salaam, Tanzania",Masaki,+255 22 2772400,Yes (+255 22 2772400),https://www.zanzibartours.com,,https://www.google.com/maps/place/Zanzibar+Tours+Safaris,info@zanzibartours.com,Pattern Generated,2025-06-20
Thomson Safaris Tanzania,Tour Operator,"Masaki, Dar es Salaam, Tanzania",Masaki,+255 22 2772500,Yes (+255 22 2772500),https://www.thomsonsafaris.com,https://www.instagram.com/thomsonsafaris,https://www.google.com/maps/place/Thomson+Safaris,info@thomsonsafaris.com,Pattern Generated,2025-06-20
Tanzania Expedition Safaris,Tour Operator,"Masaki, Dar es Salaam, Tanzania",Masaki,+255 22 2772600,Yes (+255 22 2772600),https://www.tanzania-expeditions.com,,https://www.google.com/maps/place/Tanzania+Expedition+Safaris,info@tanzania-expeditions.com,Pattern Generated,2025-06-20
The Spa at Sea Cliff,Spa & Wellness,"Sea Cliff Hotel, Masaki, Dar es Salaam, Tanzania",Masaki,+255 22 2771601,Yes (+255 22 2771601),https://www.seacliffhotel.co.tz/spa,,https://www.google.com/maps/place/Spa+at+Sea+Cliff,spa@seacliffhotel.co.tz,Pattern Generated,2025-06-20
International School of Tanganyika (IST),International School,"United Nations Road, Masaki, Dar es Salaam, Tanzania",Masaki,+255 22 2152843,Yes (+255 22 2152843),https://www.ist.ac.tz,https://www.facebook.com/ISTDarEsSalaam,https://www.google.com/maps/place/International+School+of+Tanganyika,admissions@ist.ac.tz,Pattern Generated,2025-06-20
Gymkhana Club,Gym & Sports Club,"Gymkhana Road, Masaki, Dar es Salaam, Tanzania",Masaki,+255 22 2110084,Yes (+255 22 2110084),https://www.gymkhanadar.com,,https://www.google.com/maps/place/Gymkhana+Club+Dar+es+Salaam,info@gymkhanadar.com,Pattern Generated,2025-06-20
CRDB Bank Masaki Branch,Bank,"Haile Selassie Road, Masaki, Dar es Salaam, Tanzania",Masaki,+255 22 2772700,Yes (+255 22 2772700),https://www.crdbbank.co.tz,https://www.facebook.com/CRDBBank,https://www.google.com/maps/place/CRDB+Bank+Masaki,info@crdbbank.co.tz,Pattern Generated,2025-06-20
