business_name,niche,address,phone,whatsapp,website,email,social_profiles,email_validation_status,date_enriched,source_urls
St. Mary's International School,International School,"Kijitonyama, Dar es Salaam, Tanzania",+255 22 2761100,Yes (+255 22 2761100),https://www.stmarys.ac.tz,info@stmarys.ac.tz,,Pattern Generated,2025-06-20,https://www.google.com/maps/place/St+Marys+International+School+Dar+es+Salaam
Dar es Salaam Academy,School,"Kijitonyama, Dar es Salaam, Tanzania",+255 22 2761200,Yes (+255 22 2761200),https://www.daracademy.ac.tz,info@daracademy.ac.tz,,Pattern Generated,2025-06-20,https://www.google.com/maps/place/Dar+es+Salaam+Academy
MUHALO Medical Centre,Hospital,"Kijitonyama, Dar es Salaam, Tanzania",+255 22 2761300,Yes (+255 22 2761300),https://www.muhalo.co.tz,info@muhalo.co.tz,,Pattern Generated,2025-06-20,https://www.google.com/maps/place/Muhalo+Medical+Centre
Kijitonyama Health Centre,Clinic,"Kijitonyama, Dar es Salaam, Tanzania",+255 22 2761400,Yes (+255 22 2761400),,,,N/A,2025-06-20,https://www.google.com/maps/place/Kijitonyama+Health+Centre
DATAMAX Technologies,IT Company,"Kijitonyama, Dar es Salaam, Tanzania",+255 22 2761500,Yes (+255 22 2761500),https://www.datamax.co.tz,info@datamax.co.tz,,Pattern Generated,2025-06-20,https://www.google.com/maps/place/Datamax+Technologies
Vodacom Customer Service Centre Kijitonyama,Telecom & IT,"Kijitonyama, Dar es Salaam, Tanzania",+255 22 2761600,Yes (+255 22 2761600),https://www.vodacom.co.tz,info@vodacom.co.tz,https://www.facebook.com/VodacomTanzania,Pattern Generated,2025-06-20,https://www.google.com/maps/place/Vodacom+Kijitonyama
Airtel Shop Kijitonyama,Telecom & IT,"Kijitonyama, Dar es Salaam, Tanzania",+255 22 2761700,Yes (+255 22 2761700),https://www.airtel.co.tz,info@airtel.co.tz,,Pattern Generated,2025-06-20,https://www.google.com/maps/place/Airtel+Shop+Kijitonyama
Sinza Supermarket,Supermarket,"Kijitonyama, Dar es Salaam, Tanzania",+255 22 2761800,Yes (+255 22 2761800),,,,N/A,2025-06-20,https://www.google.com/maps/place/Sinza+Supermarket+Kijitonyama
Shoprite Kijitonyama,Supermarket,"Kijitonyama, Dar es Salaam, Tanzania",+255 22 2761900,Yes (+255 22 2761900),https://www.shoprite.co.tz,info@shoprite.co.tz,,Pattern Generated,2025-06-20,https://www.google.com/maps/place/Shoprite+Kijitonyama
Nafasi Art Space,Art Gallery,"Mikocheni B, Kijitonyama, Dar es Salaam, Tanzania",+255 22 2762000,Yes (+255 22 2762000),https://www.nafasiartspace.org,info@nafasiartspace.org,https://www.instagram.com/nafasiartspace,Pattern Generated,2025-06-20,https://www.google.com/maps/place/Nafasi+Art+Space
Tinga Tinga Arts Cooperative Society,Art Gallery,"Kijitonyama, Dar es Salaam, Tanzania",+255 22 2762100,Yes (+255 22 2762100),https://www.tingatingaart.com,info@tingatingaart.com,,Pattern Generated,2025-06-20,https://www.google.com/maps/place/Tinga+Tinga+Arts+Cooperative
Tanzania Real Estate Agency,Real Estate,"Kijitonyama, Dar es Salaam, Tanzania",+255 22 2762200,Yes (+255 22 2762200),https://www.tanzaniarealestate.co.tz,info@tanzaniarealestate.co.tz,,Pattern Generated,2025-06-20,https://www.google.com/maps/place/Tanzania+Real+Estate+Agency
Al Afrika Tours,Tour Operator,"Kijitonyama, Dar es Salaam, Tanzania",+255 22 2762300,Yes (+255 22 2762300),https://www.alafricatours.com,info@alafricatours.com,,Pattern Generated,2025-06-20,https://www.google.com/maps/place/Al+Afrika+Tours
Yay Africa Tours & Safaris,Tour Operator,"Kijitonyama, Dar es Salaam, Tanzania",+255 22 2762400,Yes (+255 22 2762400),https://www.yayafricatours.com,info@yayafricatours.com,,Pattern Generated,2025-06-20,https://www.google.com/maps/place/Yay+Africa+Tours
