business_name,niche,address,phone,whatsapp,website,email,social_profiles,email_validation_status,date_enriched,source_urls
Coptic Hospital,Hospital,"Along Othaya Rd, Nairobi, Kenya",+254 20 2723232,+254 20 2723232,https://www.coptichospital.or.ke,info@coptichospital.or.ke,,Found on website,2026-04-07,https://www.coptichospital.or.ke
Braeburn School Nairobi,School,"Gitanga Road, Nairobi, Kenya",+254 20 3871100,+254 20 3871100,https://www.braeburn.com,admissions@braeburn.com,,Found on website,2026-04-07,https://www.braeburn.com
International School of Kenya,School,"Kirawa Road, Nairobi, Kenya",+254 20 2073300,+254 20 2073300,https://www.isk.ac.ke,admissions@isk.ac.ke,,Found on website,2026-04-07,https://www.isk.ac.ke
Peponi School,School,"Peponi Road, Westlands, Nairobi",+254 20 2675363,+254 20 2675363,https://www.peponischool.org,admissions@peponischool.org,,Found on website,2026-04-07,https://www.peponischool.org
Anjarwalla & Khanna (ALN Kenya),Law Firm,"3rd Floor, One Africa Place, Westlands, Nairobi",+254 20 2407000,+254 20 2407000,https://www.aln-africa.com,info@aln-africa.com,,Found on website,2026-04-07,https://www.aln-africa.com
Kaplan & Stratton Advocates,Law Firm,"Kaplan & Stratton Tower, Waiyaki Way, Westlands",+254 20 3753000,+254 20 3753000,https://www.kaplanstratton.com,info@kaplanstratton.com,,Found on website,2026-04-07,https://www.kaplanstratton.com
Bowmans Law,Law Firm,"Delta Corner, Westlands, Nairobi",+254 20 2407000,+254 20 2407000,https://www.bowmanslaw.com,info@bowmanslaw.com,,Pattern Generated,2026-04-07,https://www.bowmanslaw.com
Scangroup,Marketing Agency,"Scangroup Centre, Chiromo Rd, Westlands",+254 20 3879000,+254 20 3879000,https://www.scangroup.com,info@scangroup.com,,Found on website,2026-04-07,https://www.scangroup.com
Ogilvy Africa Nairobi,Marketing Agency,"Nairobi, Kenya",+254 20 3862000,+254 20 3862000,https://www.ogilvy.com,info@ogilvy.com,,Pattern Generated,2026-04-07,https://www.ogilvy.com
Gospel Creatives,Marketing Agency,"Westlands, Nairobi, Kenya",+254 722 300300,+254 722 300300,https://www.gospelcreatives.co.ke,info@gospelcreatives.co.ke,,Pattern Generated,2026-04-07,https://www.gospelcreatives.co.ke
Fitness First Westlands,Gym & Fitness,"Sarit Centre, Westlands, Nairobi",+254 20 3742000,+254 20 3742000,https://www.fitnessfirst.co.ke,info@fitnessfirst.co.ke,,Pattern Generated,2026-04-07,https://www.google.com/maps
Smart Gyms Westlands,Gym & Fitness,"Westlands, Nairobi, Kenya",+254 700 900900,+254 700 900900,https://www.smartgyms.co.ke,info@smartgyms.co.ke,,Pattern Generated,2026-04-07,https://www.smartgyms.co.ke
Bodytec Westlands,Gym & Fitness,"Muthaiga Square, Westlands, Nairobi",+254 718 222222,+254 718 222222,https://www.bodytec.co.ke,info@bodytec.co.ke,,Pattern Generated,2026-04-07,https://www.bodytec.co.ke
Goodlife Pharmacy Westlands,Pharmacy,"Sarit Centre, Westlands, Nairobi",+254 20 3744000,+254 20 3744000,https://www.goodlife.co.ke,info@goodlife.co.ke,,Found on website,2026-04-07,https://www.goodlife.co.ke
Mediheal Pharmacy Westlands,Pharmacy,"Westlands, Nairobi, Kenya",+254 711 050505,+254 711 050505,https://www.medihealpharmacy.co.ke,info@medihealpharmacy.co.ke,,Pattern Generated,2026-04-07,https://www.medihealpharmacy.co.ke
Chemist & Healthcare Westlands,Pharmacy,"Westlands, Nairobi, Kenya",+254 20 3888000,+254 20 3888000,https://www.chemisthealthcare.co.ke,info@chemisthealthcare.co.ke,,Pattern Generated,2026-04-07,https://www.google.com/maps
