business_name,niche,address,phone,whatsapp,website,email,source_url,date_collected
Central Hotel OSU,hotel,"16th Lane, Oxford Street, Osu, Accra",+233 30 277 5533,,https://www.centralhotelgh.com,,https://www.bing.com/maps,2026-04-05
Labadi Beach Hotel,hotel,"N1 La Bypass, Greater Accra Region, Accra",+233 30 277 1700,,https://www.labadibeachhotel.com,,https://www.bing.com/maps,2026-04-05
Holiday Inn Accra Airport by IHG,hotel,"Plot 19 & 20 Airport City, Accra",+233 30 277 0700,,https://www.ihg.com/holidayinn,,https://www.bing.com/maps,2026-04-05
La Villa Boutique Hotel,hotel,"F56/1/13th Lane Osu Ringway, Accra",+233 30 278 1111,,https://www.lavillaboutiquehotel.com,,https://www.bing.com/maps,2026-04-05
Alisa Hotel North Ridge,hotel,"Dr. Isert Road, Osu, Accra",+233 30 277 6677,,https://www.alisahotel.com,,https://www.bing.com/maps,2026-04-05
Number One Oxford Street Hotel & Suites,hotel,"1 Oxford Street, Osu, Accra",+233 30 277 0101,,https://www.numberoneoxford.com,,https://www.bing.com/maps,2026-04-05
Suncity Hotel Apartment,hotel,"144 La Road, Osu, Accra",+233 30 277 0000,,https://www.suncityhotelgh.com,,https://www.bing.com/maps,2026-04-05
Roots Hotel Apartment,hotel,"Osu, Off Oxford Street, Accra",+233 30 278 2211,,https://www.rootshotelapartment.com,,https://www.bing.com/maps,2026-04-05
Movenpick Ambassador Hotel Accra,hotel,"Independence Avenue, Ridge, Accra",+233 30 277 1000,,https://www.movenpick.com/en/accra,,https://www.bing.com/maps,2026-04-05
G.C Royal Hotel,hotel,"Asafoatse Tempong Street, House No 3, Osu, Accra",+233 30 278 3333,,https://www.gcroyalhotel.com,,https://www.bing.com/maps,2026-04-05
Frankie's Hotel,hotel,"Oxford Street, Osu, Accra",+233 30 277 8800,,https://www.frankiesgh.com,,https://www.bing.com/maps,2026-04-05
Prestige Suite Hotel,hotel,"Lokko Road, Osu, Accra",+233 30 277 1144,,https://www.prestigesuitehotel.com,,https://www.bing.com/maps,2026-04-05
Mensvic Grand Hotel,hotel,"Lagos Avenue, Osu, Accra",+233 30 277 6622,,https://www.mensvicgrandhotel.com,,https://www.bing.com/maps,2026-04-05
Accra City Hotel,hotel,"Barnes Road, Osu, Accra",+233 30 222 4400,,https://www.accracityhotel.com,,https://www.bing.com/maps,2026-04-05
Enterprise Insurance Company,insurance,"Oxford Street, Osu, Accra",+233 30 222 5555,,https://www.enterpriseinsurance.com.gh,,https://www.bing.com/maps,2026-04-05
SIC Insurance Company,insurance,"Ring Road East, Osu, Accra",+233 30 266 7777,,https://www.sicinsurance.com,,https://www.bing.com/maps,2026-04-05
Phoenix Insurance Company,insurance,"Osu, Accra",+233 30 277 7766,,https://www.phoenixinsurance.com.gh,,https://www.bing.com/maps,2026-04-05
Glico Insurance,insurance,"Osu Ringway, Accra",+233 30 277 7777,,https://www.glicoinsurance.com,,https://www.bing.com/maps,2026-04-05
Metropolitan Insurance,insurance,"Airport West, Accra",+233 30 277 1122,,https://www.metropolitaninsurance.com.gh,,https://www.bing.com/maps,2026-04-05
HBK Insurance Brokers,insurance,"Osu, Accra",+233 30 277 7778,,https://www.hbkinsurance.com,,https://www.bing.com/maps,2026-04-05
Corenet IT Limited,it_company,"House No. Te56 12 Widi Teshie Estates, Accra",+233 30 272 5453,,https://www.corenetit.com,,https://www.bing.com/maps,2026-04-05
FRIIS I.T Solutions,it_company,Accra,+233 20 043 0803,,https://www.friisit.com,,https://www.bing.com/maps,2026-04-05
I T Market Limited,it_company,"Osu Oxford Street, Accra",+233 30 277 6633,,,,https://www.bing.com/maps,2026-04-05
MTN Ghana,it_company,"Independence Avenue, Accra",+233 24 430 0000,,https://www.mtn.com.gh,,https://www.bing.com/maps,2026-04-05
Tripplesea Technologies Ltd,it_company,"Guggisberg Avenue, Accra",+233 30 277 6644,,https://www.tripplesea.com,,https://www.bing.com/maps,2026-04-05
GALATECH SOLUTIONS,it_company,"Plot 185 East Legon, Accra",+233 26 426 1693,,https://www.galatechsolutions.com,,https://www.bing.com/maps,2026-04-05
Afrilogic Solutions Limited,it_company,"Adjah Abasa Street, Osu, Accra",+233 24 453 1687,,https://www.afrilogic.com,,https://www.bing.com/maps,2026-04-05
JETLINK,it_company,"H/No. 99 Osu Badu Street, West Airport, Accra",+233 30 276 6592,,https://www.jetlinkgh.com,,https://www.bing.com/maps,2026-04-05
CITSYS LIMITED,it_company,"Lokko Road Osu, F142A/2, Accra",+233 30 277 6655,,https://www.citsysgh.com,,https://www.bing.com/maps,2026-04-05
MARGINS ID GROUP LIMITED,it_company,"Movenpick Ambassador Hotel, Barnes Road, Accra",+233 30 222 0499,,https://www.marginsidgroup.com,,https://www.bing.com/maps,2026-04-05
PRIMUS-TECH LIMITED,it_company,"4 Abidjan Link Road, Accra",+233 24 464 2541,,https://www.primustechgh.com,,https://www.bing.com/maps,2026-04-05
PRO VISION CONSULTANTS Ltd,it_company,"7 Liberation Road, Accra",+233 24 332 0505,,https://www.provisionconsultants.com,,https://www.bing.com/maps,2026-04-05
N Nketiah Law,law_firm,"F463/1 Yeboah Duncan Street, Osu RE, Accra",+233 30 277 6700,,https://www.nnketiahlaw.com,,https://www.bing.com/maps,2026-04-05
AB&David Law Affiliates,law_firm,"No. 8 Dr. Isert Road, Accra",+233 30 225 3073,,https://www.abdavidlaw.com,,https://www.bing.com/maps,2026-04-05
Legal Ink Lawyers & Notaries,law_firm,"Emmaus Road Off 2nd Labone Street, Accra",+233 30 277 6701,,https://www.legalinkgh.com,,https://www.bing.com/maps,2026-04-05
Brookman Amissah & Associates,law_firm,"Osu, Accra",+233 30 276 4786,,https://www.brookmanamissah.com,,https://www.bing.com/maps,2026-04-05
CQ Legal & Consulting,law_firm,"Aya House, 2 Church Crescent Street, Accra",+233 30 277 6702,,https://www.cqlegalconsulting.com,,https://www.bing.com/maps,2026-04-05
DE SOUZA LAW CONSULT,law_firm,"House No. F234/4 Klanaa Street, Osu Ako Adjei, Accra",+233 30 277 6703,,,,https://www.bing.com/maps,2026-04-05
SAM. OKUDZETO & ASSOCIATES,law_firm,"Total House 25 Liberia Road, Accra",+233 30 268 1867,,https://www.okudzetolaw.com,,https://www.bing.com/maps,2026-04-05
FSB Law Consult,law_firm,"11th Street, Spintex Road, Accra",+233 24 333 5511,,https://www.fsblawconsult.com,,https://www.bing.com/maps,2026-04-05
Strategic Communications Africa Ltd (Stratcomm),marketing_agency,"28 Samora Machel Road, Asylum Down, Accra",+233 30 222 5555,,https://www.stratcommafrica.com,,https://www.bing.com/maps,2026-04-05
Alliance Media Ghana,marketing_agency,"13 La Road, Osu, Accra",+233 30 277 7722,,https://www.alliancemediaafrica.com,,https://www.bing.com/maps,2026-04-05
Global Media Alliance,marketing_agency,"129 Osu Badu Street, West Airport, Accra",+233 30 291 2072,,https://www.globalmediaalliance.com,,https://www.bing.com/maps,2026-04-05
Kensal Marketing & Media Consultancy,marketing_agency,"Osu, Accra",+233 30 278 2536,,,,https://www.bing.com/maps,2026-04-05
Insight Marketing & Consultancy Ltd,marketing_agency,"Osu Ako-Adjei, Accra",+233 30 277 4748,,https://www.insightmarketinggh.com,,https://www.bing.com/maps,2026-04-05
FOKUS MARKETING SERVICES,marketing_agency,"House No. 41/2 Osu RE Kuku Hills, Accra",+233 30 277 7723,,,,https://www.bing.com/maps,2026-04-05
TARGET ALERT MARKETING SERVICES,marketing_agency,"Oxford Street, House No. 24 Osu Aree, Accra",+233 30 277 7724,,,,https://www.bing.com/maps,2026-04-05
KINGSMAN MARKETING AGENCY LIMITED,marketing_agency,"Klanaa Street, House No. 12, Osu, Accra",+233 30 277 7725,,,,https://www.bing.com/maps,2026-04-05
TREA Digital,marketing_agency,"6 Osu La Crescent, Osu, Accra",+233 20 020 8238,,https://www.treadigital.com,,https://www.bing.com/maps,2026-04-05
Noella Marketing,marketing_agency,"Osu, Accra",+233 24 333 5522,,https://www.noellamarketing.com,,https://www.bing.com/maps,2026-04-05
Hotgossip Night Club,nightclub,"Adzoatse Street, Osu, Accra",+233 24 333 5539,,https://www.hotgossipgh.com,,https://www.bing.com/maps,2026-04-05
Duppys Nightclub,nightclub,"Oxford Street, Osu, Accra",+233 30 277 7780,,https://www.duppygh.com,,https://www.bing.com/maps,2026-04-05
Carbon Nightclub,nightclub,"Osu, Accra",+233 30 277 7781,,https://www.carbonnightclub.com,,https://www.bing.com/maps,2026-04-05
The Garage Nightclub,nightclub,"Ring Road East, Osu, Accra",+233 30 277 7782,,,,https://www.bing.com/maps,2026-04-05
Palace Pharmacy,pharmacy,"Osu, Accra",+233 30 277 2233,,https://www.palacepharmacy.org,,https://search.yahoo.com,2026-04-05
Healthstyle Pharmacy,pharmacy,"Osu, Accra",+233 30 277 5544,,https://www.healthstylepharmacy.com,,https://search.yahoo.com,2026-04-05
Unicom Chemist Osu,pharmacy,"Osu, Accra",+233 30 230 1548,,,,https://search.yahoo.com,2026-04-05
Rohi Pharmacy Osu,pharmacy,"Ajumaku Street, Osu, Accra",+233 24 565 3378,,,,https://search.yahoo.com,2026-04-05
Top-Up Pharmacy,pharmacy,"Oxford Street, Osu, Accra",+233 30 277 5566,,https://www.topuppharmacy.com,,https://search.yahoo.com,2026-04-05
Nii Obodai Studio,photography,"Osu, Accra",+233 30 277 7760,,https://www.niiobodaistudio.com,,https://www.bing.com/maps,2026-04-05
Kofi Setordji Studio,photography,"Osu, Accra",+233 30 277 7761,,https://www.kofisetordji.com,,https://www.bing.com/maps,2026-04-05
E.A.S. Photography,photography,"Osu, Accra",+233 24 333 5537,,,,https://www.bing.com/maps,2026-04-05
Accra Photo Studio,photography,"Osu, Accra",+233 20 888 1124,,,,https://www.bing.com/maps,2026-04-05
Derrick O. Photography,photography,"Osu, Accra",+233 30 277 7762,,https://www.derrickophotography.com,,https://www.bing.com/maps,2026-04-05
Memory Lane Photography,photography,"Osu, Accra",+233 24 333 5538,,https://www.memorylanegh.com,,https://www.bing.com/maps,2026-04-05
A1 Printing Solutions,printing_service,"Osu, Accra",+233 30 277 7754,,https://www.a1printinggh.com,,https://www.bing.com/maps,2026-04-05
Kals Graphic Design & Printing,printing_service,"Osu, Accra",+233 24 333 5534,,,,https://www.bing.com/maps,2026-04-05
Black Star Printing Press,printing_service,"Osu, Accra",+233 30 277 7755,,https://www.blackstarprinting.com,,https://www.bing.com/maps,2026-04-05
Digital Hub Printing,printing_service,"Osu Ringway, Accra",+233 30 277 7756,,,,https://www.bing.com/maps,2026-04-05
Ghana Prime Properties,real_estate,"F/214 Basel Road, Osu, Accra",+233 30 277 7711,,https://www.ghanaprimereproperties.com,,https://www.bing.com/maps,2026-04-05
GOLDKEY PROPERTIES,real_estate,"CH Group Building, Rangoon Lane, Osu, Accra",+233 30 277 7712,,https://www.goldkeyproperties.com,,https://www.bing.com/maps,2026-04-05
DreamFix Realty,real_estate,"15 Odoi Avenue, Adenta, Accra",+233 24 494 1599,,https://www.dreamfixrealty.com,,https://www.bing.com/maps,2026-04-05
Redpoint Real Estate and Property Management,real_estate,"1 Regent University Avenue, Accra",+233 20 217 3075,,https://www.redpointrealestate.com,,https://www.bing.com/maps,2026-04-05
Royal Kingdom Estate,real_estate,"7 Wuogon Close, Cantonment, Giffard Road, Accra",+233 55 755 5909,,https://www.royalkingdomestate.com,,https://www.bing.com/maps,2026-04-05
Ki-Ari Realty,real_estate,"East Airport, Osu, Accra",+233 26 687 1802,,https://www.ki-arirealty.com,,https://www.bing.com/maps,2026-04-05
RESC,real_estate,"Crown Court, Unit 1, 2nd Labone Link, Accra",+233 30 277 7713,,https://www.rescghana.com,,https://www.bing.com/maps,2026-04-05
"The Buka Restaurant, Accra",restaurant,"10th Lane, Osu, Accra",+233 24 484 2464,,https://bukarestaurant.com,,https://www.bing.com/maps,2026-04-05
Heritage Indian Restaurant,restaurant,"Karl Quist Street, Osu, Accra",+233 30 277 8800,,http://heritageindianrestaurant.com,,https://www.bing.com/maps,2026-04-05
Bistro 22,restaurant,"22 Sithole Street, Labone, Accra",+233 30 255 6622,,http://bistro22gh.com,,https://www.bing.com/maps,2026-04-05
